* 통계표명 :,월별_매입자거주지별_아파트매매거래_동호수,,,,,,,,,,,,,,,,
* 수록기간 :,2019년 12월 ~ 2021년 01월,,,,,,,,,,,,,,,,
* 조회기간 :,2019년 12월 ~ 2021년 01월,,,,,,,,,,,,,,,,
* 출처 :,국토교통부,,,,,,,,,,,,,,,,
* 자료다운일자 :,2021.03.09 21:51:48,,,,,,,,,,,,,,,,
* 단위 :,"동(호)수,천㎡",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
지 역,,,매입자거주지,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월
,양주시,,합계,270,316,324,354,330,305,524,434,543,380,459,490,811,524
,,,관할시군구내,118,185,136,163,149,151,208,211,401,215,250,255,323,205
,,,관할시도내,75,70,91,90,100,64,150,98,72,79,97,113,202,142
,,,관할시도외_서울,50,42,63,70,58,65,124,90,59,62,88,94,201,130
,,,관할시도외_기타,27,19,34,31,23,25,42,35,11,24,24,28,85,47
,포천시,,합계,67,61,91,93,70,61,88,126,94,90,98,117,135,166
,,,관할시군구내,50,39,62,72,54,43,59,91,63,56,72,81,83,81
,,,관할시도내,10,10,8,14,8,8,13,20,17,18,10,17,17,46
,,,관할시도외_서울,6,7,11,3,6,7,9,10,11,10,7,12,26,22
,,,관할시도외_기타,1,5,10,4,2,3,7,5,3,6,9,7,9,17
,여주시,,합계,50,52,72,57,54,69,99,107,92,83,103,143,124,102
,,,관할시군구내,27,30,42,34,33,49,56,67,50,61,63,74,67,36
,,,관할시도내,9,13,16,15,12,7,14,20,21,17,20,23,34,44
,,,관할시도외_서울,2,2,7,4,5,10,18,9,13,2,5,10,10,11
,,,관할시도외_기타,12,7,7,4,4,3,11,11,8,3,15,36,13,11
,연천군,,합계,11,9,9,21,12,15,16,26,13,15,18,13,15,13
,,,관할시군구내,8,6,6,17,5,7,11,14,7,8,12,6,10,6
,,,관할시도내,1,2,1,2,5,6,3,5,1,5,1,2,1,4
,,,관할시도외_서울,0,0,1,0,1,0,2,6,2,0,2,1,1,2
,,,관할시도외_기타,2,1,1,2,1,2,0,1,3,2,3,4,3,1
,가평군,,합계,31,30,24,22,16,23,25,18,23,22,28,25,25,21
,,,관할시군구내,28,29,19,18,7,18,13,12,17,14,17,10,16,10
,,,관할시도내,1,0,2,2,4,2,6,2,1,2,3,6,5,4
,,,관할시도외_서울,0,1,2,1,3,3,2,2,3,4,6,5,3,4
,,,관할시도외_기타,2,0,1,1,2,0,4,2,2,2,2,4,1,3
,양평군,,합계,44,41,59,53,40,42,50,82,56,61,66,77,61,65
,,,관할시군구내,25,31,38,41,32,22,31,44,39,32,34,39,37,35
,,,관할시도내,8,3,8,5,3,7,6,14,6,13,11,19,6,14
,,,관할시도외_서울,7,4,8,4,4,10,10,17,8,11,16,12,13,11
,,,관할시도외_기타,4,3,5,3,1,3,3,7,3,5,5,7,5,5
강원,,,합계,1949,1765,2086,1858,1659,1932,2610,2458,2114,1807,1987,2602,3388,2450
,,,관할시군구내,1119,1130,1337,1207,1131,1140,1563,1531,1214,1156,1258,1653,1775,1360
,,,관할시도내,125,162,174,120,112,137,159,168,159,141,139,221,291,179
,,,관할시도외_서울,290,119,157,123,145,219,267,225,420,170,184,202,420,298
,,,관할시도외_기타,415,354,418,408,271,436,621,534,321,340,406,526,902,613
,춘천시,,합계,314,349,432,347,348,366,499,485,354,367,416,421,557,456
,,,관할시군구내,225,239,319,271,275,261,343,329,243,237,254,252,324,257
,,,관할시도내,36,31,32,21,20,34,26,26,32,23,19,33,27,32
,,,관할시도외_서울,17,16,21,17,21,25,46,46,39,36,35,47,71,51
,,,관할시도외_기타,36,63,60,38,32,46,84,84,40,71,108,89,135,116
,원주시,,합계,501,515,673,621,499,736,1058,885,786,489,532,910,1397,1000
,,,관할시군구내,295,310,345,329,299,357,547,526,348,325,353,564,639,527
,,,관할시도내,34,33,49,28,28,42,51,65,48,35,34,78,107,68
,,,관할시도외_서울,40,34,58,41,49,100,115,66,273,28,39,54,200,126
,,,관할시도외_기타,132,138,221,223,123,237,345,228,117,101,106,214,451,279
,강릉시,,합계,347,426,385,312,248,246,363,365,284,297,324,576,428,308
,,,관할시군구내,270,269,269,214,170,160,252,244,193,211,207,424,229,168
,,,관할시도내,20,31,32,17,24,17,21,27,20,17,25,35,39,22
,,,관할시도외_서울,20,32,24,21,17,22,36,30,22,20,22,29,54,30
,,,관할시도외_기타,37,94,60,60,37,47,54,64,49,49,70,88,106,88
,동해시,,합계,78,70,100,105,107,100,118,101,127,116,114,127,258,123
,,,관할시군구내,43,38,64,71,78,65,81,67,86,69,74,85,210,83
,,,관할시도내,7,13,11,11,8,10,11,7,14,20,15,23,19,8
,,,관할시도외_서울,10,2,10,4,12,7,11,5,6,9,6,4,10,6
,,,관할시도외_기타,18,17,15,19,9,18,15,22,21,18,19,15,19,26
,태백시,,합계,44,64,79,53,44,48,42,56,55,44,28,52,55,45
,,,관할시군구내,27,31,67,40,33,37,31,38,42,30,24,28,38,32
,,,관할시도내,4,27,5,4,6,4,4,2,2,7,1,13,5,5
,,,관할시도외_서울,6,2,3,2,1,1,3,1,3,0,0,2,2,0
,,,관할시도외_기타,7,4,4,7,4,6,4,15,8,7,3,9,10,8
,속초시,,합계,217,149,177,164,194,175,241,234,202,194,275,236,371,265
,,,관할시군구내,91,100,112,109,125,92,132,128,116,111,144,127,141,130
,,,관할시도내,12,17,23,18,12,15,26,20,22,23,26,24,72,25
,,,관할시도외_서울,85,13,18,14,28,30,37,36,26,31,51,32,53,52
,,,관할시도외_기타,29,19,24,23,29,38,46,50,38,29,54,53,105,58
,삼척시,,합계,53,58,62,58,54,53,64,57,48,46,66,51,73,54
,,,관할시군구내,43,45,46,40,45,46,46,45,44,34,53,37,54,41
,,,관할시도내,1,5,4,4,3,1,7,4,1,2,2,5,6,4
,,,관할시도외_서울,2,3,2,3,0,1,2,0,0,2,2,1,2,3
,,,관할시도외_기타,7,5,10,11,6,5,9,8,3,8,9,8,11,6
,홍천군,,합계,36,37,42,43,38,34,28,36,48,41,38,34,49,39
,,,관할시군구내,32,28,29,35,28,28,26,22,33,24,33,23,41,35
,,,관할시도내,0,2,4,4,0,1,1,8,5,5,2,0,1,0
,,,관할시도외_서울,1,2,3,1,3,2,1,1,6,3,1,4,1,0
,,,관할시도외_기타,3,5,6,3,7,3,0,5,4,9,2,7,6,4
,횡성군,,합계,33,18,15,14,19,20,25,25,12,25,21,17,14,18
,,,관할시군구내,30,14,9,10,12,16,20,16,6,17,12,12,10,9
,,,관할시도내,1,1,0,2,2,0,1,1,3,2,3,1,0,3
,,,관할시도외_서울,0,1,3,1,1,2,0,2,0,1,2,1,1,4
,,,관할시도외_기타,2,2,3,1,4,2,4,6,3,5,4,3,3,2
,영월군,,합계,14,16,17,17,8,10,15,13,20,18,15,19,15,15
,,,관할시군구내,10,14,13,14,5,9,9,13,13,13,11,13,10,14
,,,관할시도내,1,0,2,2,2,0,4,0,2,1,3,1,2,0
,,,관할시도외_서울,0,2,0,0,1,0,0,0,2,0,0,1,0,0
,,,관할시도외_기타,3,0,2,1,0,1,2,0,3,4,1,4,3,1
,평창군,,합계,23,17,32,40,31,45,63,81,79,65,54,51,72,31
,,,관할시군구내,8,13,16,20,14,14,23,27,24,20,27,16,27,10
,,,관할시도내,5,2,5,4,3,3,2,2,6,1,3,5,4,1
,,,관할시도외_서울,4,2,4,8,5,13,12,23,33,25,13,10,14,10
,,,관할시도외_기타,6,0,7,8,9,15,26,29,16,19,11,20,27,10
,정선군,,합계,13,14,13,24,18,16,19,21,14,18,16,23,15,19
,,,관할시군구내,13,12,10,14,12,12,13,17,9,12,12,16,9,10
,,,관할시도내,0,0,1,2,4,2,2,2,2,3,1,0,1,5
,,,관할시도외_서울,0,1,2,2,1,2,1,0,0,0,1,6,0,1
,,,관할시도외_기타,0,1,0,6,1,0,3,2,3,3,2,1,5,3
,철원군,,합계,11,2,8,12,7,23,7,14,6,10,14,22,9,9
,,,관할시군구내,9,2,6,9,4,18,5,11,4,9,13,16,7,9
,,,관할시도내,0,0,1,0,0,1,1,1,0,0,0,0,0,0
,,,관할시도외_서울,0,0,0,1,0,1,0,0,0,0,1,1,0,0
,,,관할시도외_기타,2,0,1,2,3,3,1,2,2,1,0,5,2,0
,화천군,,합계,1,1,1,2,2,1,4,2,3,6,7,4,5,1
,,,관할시군구내,1,1,0,2,1,1,2,0,2,6,6,4,4,1
,,,관할시도내,0,0,1,0,0,0,0,1,0,0,0,0,1,0
,,,관할시도외_서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,관할시도외_기타,0,0,0,0,1,0,2,1,1,0,1,0,0,0
,양구군,,합계,109,6,3,5,7,4,2,23,23,7,7,3,10,11
,,,관할시군구내,8,4,3,5,7,3,2,20,19,6,6,3,9,10
,,,관할시도내,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,관할시도외_서울,100,1,0,0,0,0,0,1,3,0,0,0,0,0
,,,관할시도외_기타,0,1,0,0,0,1,0,2,1,1,1,0,0,1
,인제군,,합계,8,5,10,11,7,8,3,7,13,14,5,6,7,5
,,,관할시군구내,5,2,8,9,7,7,1,4,13,9,4,6,5,5
,,,관할시도내,1,0,2,0,0,0,0,1,0,1,0,0,0,0
,,,관할시도외_서울,1,2,0,1,0,1,0,0,0,3,0,0,1,0
,,,관할시도외_기타,1,1,0,1,0,0,2,2,0,1,1,0,1,0
,고성군,,합계,132,6,13,10,11,17,17,11,6,12,17,10,12,13
,,,관할시군구내,1,3,11,6,7,5,7,5,4,2,10,5,4,3
,,,관할시도내,2,0,1,0,0,2,1,0,0,0,2,1,1,4
,,,관할시도외_서울,1,1,1,2,1,5,0,2,0,5,0,3,2,3
,,,관할시도외_기타,128,2,0,2,3,5,9,4,2,5,5,1,5,3
,양양군,,합계,15,12,24,20,17,30,42,42,34,38,38,40,41,38
,,,관할시군구내,8,5,10,9,9,9,23,19,15,21,15,22,14,16
,,,관할시도내,0,0,1,3,0,5,1,1,2,1,3,2,5,2
,,,관할시도외_서울,3,5,8,5,5,7,3,12,7,7,11,7,9,12
,,,관할시도외_기타,4,2,5,3,3,9,15,10,10,9,9,9,13,8
충북,,,합계,2761,2035,2600,2313,1941,3412,4336,2211,1607,1960,2018,2526,3397,2804
,,,관할시군구내,1080,1062,1434,1339,959,1423,1965,1175,992,1218,1100,1229,1465,1359
,,,관할시도내,427,381,439,367,318,581,759,297,218,288,339,416,585,530
,,,관할시도외_서울,94,92,127,84,86,160,227,127,77,78,97,134,214,175
,,,관할시도외_기타,1160,500,600,523,578,1248,1385,612,320,376,482,747,1133,740
,청주시,,합계,1613,1356,1535,1305,1277,2459,3125,1136,767,889,1056,1510,2219,1506
,,,관할시군구내,635,648,760,630,547,879,1290,547,419,433,458,603,800,622
,,,관할시도내,370,319,351,306,255,493,653,203,150,200,268,327,483,367
,,,관할시도외_서울,67,46,52,39,52,117,148,62,35,35,49,64,124,94
,,,관할시도외_기타,541,343,372,330,423,970,1034,324,163,221,281,516,812,423
,,상당구,합계,248,252,274,260,256,320,471,244,166,196,221,229,340,268
,,,관할시군구내,116,137,135,140,124,153,198,141,79,98,98,105,124,116
,,,관할시도내,78,82,104,91,76,89,159,59,54,56,75,76,107,92
,,,관할시도외_서울,2,2,3,2,3,6,8,7,4,7,6,6,11,12
,,,관할시도외_기타,52,31,32,27,53,72,106,37,29,35,42,42,98,48
,,서원구,합계,318,293,308,274,288,520,753,307,170,186,217,322,582,393
,,,관할시군구내,122,130,164,141,111,166,247,116,91,87,101,113,164,133
,,,관할시도내,98,88,76,68,59,118,147,60,32,42,61,87,110,93
,,,관할시도외_서울,9,10,14,2,18,25,54,23,9,10,13,15,48,26
,,,관할시도외_기타,89,65,54,63,100,211,305,108,38,47,42,107,260,141
,,흥덕구,합계,709,541,639,491,457,1079,1144,398,285,348,391,711,835,528
,,,관할시군구내,252,240,278,203,170,338,423,175,146,148,142,257,277,208
,,,관할시도내,117,91,115,87,68,166,226,56,39,71,82,117,155,105
,,,관할시도외_서울,38,27,28,25,24,57,58,25,18,9,27,37,53,46
,,,관할시도외_기타,302,183,218,176,195,518,437,142,82,120,140,300,350,169
,,청원구,합계,338,270,314,280,276,540,757,187,146,159,227,248,462,317
,,,관할시군구내,145,141,183,146,142,222,422,115,103,100,117,128,235,165
,,,관할시도내,77,58,56,60,52,120,121,28,25,31,50,47,111,77
,,,관할시도외_서울,18,7,7,10,7,29,28,7,4,9,3,6,12,10
,,,관할시도외_기타,98,64,68,64,75,169,186,37,14,19,57,67,104,65
,충주시,,합계,265,336,386,310,274,500,576,489,246,303,391,517,611,491
,,,관할시군구내,188,227,233,193,151,246,286,286,157,201,252,328,336,287
,,,관할시도내,16,16,27,14,20,39,27,21,9,15,13,26,22,23
,,,관할시도외_서울,17,25,26,21,19,28,47,35,14,21,27,39,65,45
,,,관할시도외_기타,44,68,100,82,84,187,216,147,66,66,99,124,188,136
,제천시,,합계,171,118,323,377,145,145,207,189,199,213,184,157,146,302
,,,관할시군구내,99,76,219,316,106,109,143,124,139,168,117,104,88,149
,,,관할시도내,6,10,19,15,5,9,15,13,22,12,11,14,9,49
,,,관할시도외_서울,4,10,33,4,5,1,9,10,6,8,5,11,9,14
,,,관할시도외_기타,62,22,52,42,29,26,40,42,32,25,51,28,40,90
,보은군,,합계,385,8,15,25,18,23,17,34,20,35,34,18,16,4
,,,관할시군구내,2,4,12,20,11,17,10,26,15,24,28,10,14,2
,,,관할시도내,0,2,0,1,1,2,2,1,1,3,1,2,0,1
,,,관할시도외_서울,0,0,0,0,2,0,3,0,2,0,1,0,0,0
,,,관할시도외_기타,383,2,3,4,4,4,2,7,2,8,4,6,2,1
,옥천군,,합계,25,21,26,26,10,21,26,23,25,14,24,30,44,58
,,,관할시군구내,13,18,15,18,8,14,15,15,13,11,20,20,31,48
,,,관할시도내,1,1,1,2,0,0,1,1,1,0,1,0,1,2
,,,관할시도외_서울,0,0,0,0,0,0,1,1,2,0,0,0,0,1
,,,관할시도외_기타,11,2,10,6,2,7,9,6,9,3,3,10,12,7
,영동군,,합계,34,8,35,11,18,9,12,13,17,16,14,16,28,54
,,,관할시군구내,33,6,30,9,11,6,5,11,14,15,13,14,20,48
,,,관할시도내,0,0,1,1,0,1,0,0,1,0,1,0,1,3
,,,관할시도외_서울,0,0,0,0,1,0,1,0,0,0,0,1,1,0
,,,관할시도외_기타,1,2,4,1,6,2,6,2,2,1,0,1,6,3
,증평군,,합계,36,25,33,28,40,33,97,41,129,285,101,41,46,42
,,,관할시군구내,22,11,23,18,27,22,73,24,117,256,81,24,22,22
,,,관할시도내,10,6,5,5,9,7,14,7,8,20,10,11,18,12
,,,관할시도외_서울,0,1,0,1,2,0,1,2,2,3,1,2,0,2
,,,관할시도외_기타,4,7,5,4,2,4,9,8,2,6,9,4,6,6
,진천군,,합계,80,76,119,107,72,110,120,118,74,91,72,84,121,134
,,,관할시군구내,38,28,66,72,43,67,63,60,47,54,42,41,63,80
,,,관할시도내,14,13,20,13,16,12,25,21,8,19,14,16,26,26
,,,관할시도외_서울,2,2,10,6,1,5,5,9,7,5,5,11,6,4
,,,관할시도외_기타,26,33,23,16,12,26,27,28,12,13,11,16,26,24
,괴산군,,합계,4,4,6,2,6,7,8,7,4,1,9,6,2,2
,,,관할시군구내,4,2,5,2,4,6,5,5,2,1,9,6,2,1
,,,관할시도내,0,0,1,0,0,1,1,0,1,0,0,0,0,0
,,,관할시도외_서울,0,1,0,0,0,0,0,0,1,0,0,0,0,0
,,,관할시도외_기타,0,1,0,0,2,0,2,2,0,0,0,0,0,1
,음성군,,합계,137,71,103,114,70,94,132,147,113,103,125,133,151,197
,,,관할시군구내,39,34,55,54,44,48,62,67,64,46,75,68,77,90
,,,관할시도내,10,13,14,9,11,17,20,29,17,18,19,20,25,47
,,,관할시도외_서울,3,7,6,13,2,8,12,7,6,6,8,5,8,13
,,,관할시도외_기타,85,17,28,38,13,21,38,44,26,33,23,40,41,47
,단양군,,합계,11,12,19,8,11,11,16,14,13,10,8,14,13,14
,,,관할시군구내,7,8,16,7,7,9,13,10,5,9,5,11,12,10
,,,관할시도내,0,1,0,1,1,0,1,1,0,1,1,0,0,0
,,,관할시도외_서울,1,0,0,0,2,1,0,1,2,0,1,1,1,2
,,,관할시도외_기타,3,3,3,0,1,1,2,2,6,0,1,2,0,2
충남,,,합계,3548,3064,3269,2781,2281,2692,4076,4689,2670,2777,2982,3839,5254,3071
,,,관할시군구내,1793,1700,1821,1557,1267,1442,2007,2283,1633,1617,1709,1995,2452,1525
,,,관할시도내,575,505,480,390,285,390,567,683,332,357,466,572,855,448
,,,관할시도외_서울,172,147,146,118,163,125,233,229,127,136,132,226,359,216
,,,관할시도외_기타,1008,712,822,716,566,735,1269,1494,578,667,675,1046,1588,882
,천안시,,합계,1768,1566,1623,1163,976,1174,2073,2301,969,1214,1449,1994,2698,999
,,,관할시군구내,814,780,759,528,503,543,850,1068,525,625,781,947,1218,487
,,,관할시도내,309,283,305,212,138,210,339,421,186,214,265,353,475,189
,,,관할시도외_서울,121,95,90,67,64,58,139,113,62,81,66,137,221,86
,,,관할시도외_기타,524,408,469,356,271,363,745,699,196,294,337,557,784,237
,,동남구,합계,493,564,630,514,406,443,682,729,341,369,519,595,770,356
,,,관할시군구내,257,285,297,236,224,229,303,332,193,190,284,293,354,185
,,,관할시도내,109,125,154,93,70,94,142,177,79,85,120,134,162,73
,,,관할시도외_서울,16,30,30,28,25,19,40,29,16,25,15,33,47,16
,,,관할시도외_기타,111,124,149,157,87,101,197,191,53,69,100,135,207,82
,,서북구,합계,1275,1002,993,649,570,731,1391,1572,628,845,930,1399,1928,643
,,,관할시군구내,557,495,462,292,279,314,547,736,332,435,497,654,864,302
,,,관할시도내,200,158,151,119,68,116,197,244,107,129,145,219,313,116
,,,관할시도외_서울,105,65,60,39,39,39,99,84,46,56,51,104,174,70
,,,관할시도외_기타,413,284,320,199,184,262,548,508,143,225,237,422,577,155
,공주시,,합계,99,91,139,105,88,102,128,168,171,220,125,137,220,107
,,,관할시군구내,56,57,87,73,65,78,71,98,94,159,64,62,93,54
,,,관할시도내,12,9,14,6,0,5,12,5,13,7,11,7,17,7
,,,관할시도외_서울,5,4,3,4,3,5,5,10,6,8,6,8,14,8
,,,관할시도외_기타,26,21,35,22,20,14,40,55,58,46,44,60,96,38
,보령시,,합계,98,79,87,95,76,56,83,93,75,84,74,94,100,64
,,,관할시군구내,67,66,64,80,51,39,64,69,53,58,49,68,71,45
,,,관할시도내,5,4,5,2,11,6,4,5,5,6,6,5,6,3
,,,관할시도외_서울,3,1,4,3,4,2,4,9,3,2,5,2,3,3
,,,관할시도외_기타,23,8,14,10,10,9,11,10,14,18,14,19,20,13
,아산시,,합계,855,692,624,565,427,597,864,952,528,561,606,764,1268,1072
,,,관할시군구내,413,366,337,293,222,282,407,427,280,292,335,376,491,444
,,,관할시도내,182,143,101,112,83,116,131,157,62,78,114,137,256,175
,,,관할시도외_서울,24,30,22,18,15,19,42,32,19,18,25,37,80,74
,,,관할시도외_기타,236,153,164,142,107,180,284,336,167,173,132,214,441,379
,서산시,,합계,222,135,174,170,157,163,163,425,366,160,200,186,234,262
,,,관할시군구내,104,99,136,113,110,109,111,156,298,117,140,142,146,175
,,,관할시도내,8,11,5,16,16,10,11,20,10,12,17,10,19,23
,,,관할시도외_서울,9,3,8,7,4,7,6,18,16,5,5,7,8,13
,,,관할시도외_기타,101,22,25,34,27,37,35,231,42,26,38,27,61,51
,논산시,,합계,44,60,79,89,56,72,87,105,86,87,72,92,114,72
,,,관할시군구내,31,42,55,73,42,49,68,72,67,67,56,64,77,56
,,,관할시도내,5,4,6,3,4,5,6,12,7,7,3,10,15,6
,,,관할시도외_서울,1,1,1,4,0,3,4,3,2,3,0,4,3,1
,,,관할시도외_기타,7,13,17,9,10,15,9,18,10,10,13,14,19,9
,계룡시,,합계,115,84,78,90,65,125,143,119,80,55,55,81,131,86
,,,관할시군구내,68,46,46,46,29,66,55,58,36,31,32,33,65,30
,,,관할시도내,18,6,6,6,5,9,16,14,6,2,5,7,16,9
,,,관할시도외_서울,1,0,3,2,6,8,3,5,6,1,4,1,3,4
,,,관할시도외_기타,28,32,23,36,25,42,69,42,32,21,14,40,47,43
,당진시,,합계,107,123,145,152,118,139,146,192,114,119,110,148,175,135
,,,관할시군구내,74,92,107,125,81,101,112,116,88,88,78,102,109,94
,,,관할시도내,9,9,6,4,8,7,7,15,7,8,6,8,15,3
,,,관할시도외_서울,0,3,2,5,4,6,5,18,2,5,5,10,11,5
,,,관할시도외_기타,24,19,30,18,25,25,22,43,17,18,21,28,40,33
,금산군,,합계,43,27,28,42,99,24,31,45,21,23,32,38,44,24
,,,관할시군구내,29,20,19,34,15,10,19,29,16,16,23,19,31,17
,,,관할시도내,0,1,2,1,0,1,1,0,0,0,0,0,0,0
,,,관할시도외_서울,2,0,1,1,49,2,2,3,1,0,3,1,1,3
,,,관할시도외_기타,12,6,6,6,35,11,9,13,4,7,6,18,12,4
,부여군,,합계,15,13,29,27,22,18,23,34,18,25,15,25,19,19
,,,관할시군구내,12,10,25,21,18,15,17,30,17,21,13,23,15,11
,,,관할시도내,1,1,1,0,1,0,1,0,1,0,1,1,1,5
,,,관할시도외_서울,0,1,2,1,0,1,1,2,0,1,0,0,1,1
,,,관할시도외_기타,2,1,1,5,3,2,4,2,0,3,1,1,2,2
,서천군,,합계,18,10,18,16,15,18,87,12,15,26,22,18,13,16
,,,관할시군구내,14,6,13,10,12,11,83,11,13,25,10,12,10,12
,,,관할시도내,0,0,0,1,2,0,1,1,0,0,2,1,1,0
,,,관할시도외_서울,0,3,1,1,0,1,0,0,0,0,0,1,0,0
,,,관할시도외_기타,4,1,4,4,1,6,3,0,2,1,10,4,2,4
,청양군,,합계,6,3,10,2,9,16,20,9,6,5,3,8,9,3
,,,관할시군구내,4,3,9,0,6,13,16,5,4,3,3,6,9,3
,,,관할시도내,0,0,0,0,0,3,0,0,1,1,0,0,0,0
,,,관할시도외_서울,0,0,1,0,2,0,2,0,0,0,0,0,0,0
,,,관할시도외_기타,2,0,0,2,1,0,2,4,1,1,0,2,0,0
,홍성군,,합계,85,109,130,144,98,110,126,132,144,127,133,138,113,121
,,,관할시군구내,49,66,88,92,62,77,78,81,94,78,77,84,52,51
,,,관할시도내,19,21,21,21,9,13,20,23,27,16,29,21,24,23
,,,관할시도외_서울,4,5,4,3,9,6,7,5,6,4,5,10,7,8
,,,관할시도외_기타,13,17,17,28,18,14,21,23,17,29,22,23,30,39
,예산군,,합계,45,48,64,92,48,45,55,62,38,44,50,59,65,51
,,,관할시군구내,39,30,47,48,36,32,31,46,25,25,33,32,38,24
,,,관할시도내,5,9,4,6,4,4,13,10,5,6,5,12,9,5
,,,관할시도외_서울,0,1,2,1,1,1,5,3,1,1,4,1,3,8
,,,관할시도외_기타,1,8,11,37,7,8,6,3,7,12,8,14,15,14
,태안군,,합계,28,24,41,29,27,33,47,40,39,27,36,57,51,40
,,,관할시군구내,19,17,29,21,15,17,25,17,23,12,15,25,27,22
,,,관할시도내,2,4,4,0,4,1,5,0,2,0,2,0,1,0
,,,관할시도외_서울,2,0,2,1,2,6,8,8,3,7,4,7,4,2
,,,관할시도외_기타,5,3,6,7,6,9,9,15,11,8,15,25,19,16
전북,,,합계,2448,2246,2570,2389,1899,2538,3091,3112,2412,2442,2916,3238,3936,2266
,,,관할시군구내,1403,1356,1592,1513,1291,1294,1747,1827,1709,1729,2178,1949,2077,1351
,,,관할시도내,467,449,495,440,299,369,533,611,385,429,396,703,760,369
,,,관할시도외_서울,85,74,57,70,56,490,111,136,64,38,67,93,191,75
,,,관할시도외_기타,493,367,426,366,253,385,700,538,254,246,275,493,908,471
,전주시,,합계,1272,1199,1372,1235,926,993,1661,1693,1083,1109,1204,1820,2131,890
,,,관할시군구내,635,643,743,707,567,562,862,883,622,658,745,952,1020,483
,,,관할시도내,337,311,369,310,203,243,381,441,285,319,286,510,536,233
,,,관할시도외_서울,31,44,26,28,25,45,59,79,30,18,35,60,104,23
,,,관할시도외_기타,269,201,234,190,131,143,359,290,146,114,138,298,471,151
,,완산구,합계,542,546,684,625,473,536,804,885,504,566,578,917,1135,434
,,,관할시군구내,304,285,362,344,289,308,407,467,320,348,357,489,554,246
,,,관할시도내,128,133,165,133,91,121,159,224,112,148,131,237,266,99
,,,관할시도외_서울,12,24,18,21,17,25,36,44,14,4,19,32,57,15
,,,관할시도외_기타,98,104,139,127,76,82,202,150,58,66,71,159,258,74
,,덕진구,합계,730,653,688,610,453,457,857,808,579,543,626,903,996,456
,,,관할시군구내,331,358,381,363,278,254,455,416,302,310,388,463,466,237
,,,관할시도내,209,178,204,177,112,122,222,217,173,171,155,273,270,134
,,,관할시도외_서울,19,20,8,7,8,20,23,35,16,14,16,28,47,8
,,,관할시도외_기타,171,97,95,63,55,61,157,140,88,48,67,139,213,77
,군산시,,합계,428,398,385,379,319,379,646,566,375,357,476,563,866,617
,,,관할시군구내,242,252,246,241,220,228,341,339,269,259,343,370,434,330
,,,관할시도내,68,46,37,43,36,47,46,58,31,27,41,73,101,65
,,,관할시도외_서울,30,18,10,16,13,17,37,33,24,11,16,21,47,31
,,,관할시도외_기타,88,82,92,79,50,87,222,136,51,60,76,99,284,191
,익산시,,합계,334,298,385,371,321,386,379,420,654,642,415,374,464,420
,,,관할시군구내,256,223,310,280,258,258,290,315,595,579,360,304,330,301
,,,관할시도내,22,30,24,35,23,27,29,35,30,31,22,34,42,26
,,,관할시도외_서울,9,5,12,15,7,3,2,10,6,2,8,6,29,13
,,,관할시도외_기타,47,40,39,41,33,98,58,60,23,30,25,30,63,80
,정읍시,,합계,148,103,131,117,84,520,113,112,78,87,98,107,123,73
,,,관할시군구내,100,81,97,86,66,73,81,96,62,62,73,84,80,57
,,,관할시도내,11,13,15,10,8,7,13,7,6,18,12,7,26,4
,,,관할시도외_서울,4,1,4,3,1,418,3,2,2,1,2,1,4,4
,,,관할시도외_기타,33,8,15,18,9,22,16,7,8,6,11,15,13,8
,남원시,,합계,62,42,82,48,49,44,53,65,56,63,47,58,52,41
,,,관할시군구내,44,28,69,40,39,32,38,53,42,45,38,40,39,33
,,,관할시도내,5,5,4,4,2,2,4,5,6,4,3,6,2,4
,,,관할시도외_서울,4,1,1,0,2,2,3,1,1,2,1,2,1,0
,,,관할시도외_기타,9,8,8,4,6,8,8,6,7,12,5,10,10,4
,김제시,,합계,46,54,40,74,63,62,73,70,41,40,36,63,56,52
,,,관할시군구내,33,32,30,50,47,40,37,42,34,33,29,49,46,40
,,,관할시도내,3,7,6,8,6,11,18,17,2,1,3,8,8,6
,,,관할시도외_서울,0,3,0,0,3,3,3,2,0,1,1,0,1,3
,,,관할시도외_기타,10,12,4,16,7,8,15,9,5,5,3,6,1,3
,완주군,,합계,79,81,103,76,62,72,88,95,69,76,577,184,121,102
,,,관할시군구내,37,45,39,40,27,33,36,34,42,38,544,100,62,51
,,,관할시도내,15,27,34,25,16,25,35,43,19,23,24,58,36,26
,,,관할시도외_서울,3,1,2,2,4,0,1,5,0,1,2,1,3,0
,,,관할시도외_기타,24,8,28,9,15,14,16,13,8,14,7,25,20,25
,진안군,,합계,3,5,3,3,7,4,0,6,4,2,2,3,1,5
,,,관할시군구내,3,3,2,1,6,4,0,6,1,1,1,3,1,3
,,,관할시도내,0,2,1,1,1,0,0,0,1,0,1,0,0,1
