"○ 행정구역(시군구)별, 성별 인구수 []",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정구역(시군구)별,항목,단위,2011. 01 월,2011. 02 월,2011. 03 월,2011. 04 월,2011. 05 월,2011. 06 월,2011. 07 월,2011. 08 월,2011. 09 월,2011. 10 월,2011. 11 월,2011. 12 월,2012. 01 월,2012. 02 월,2012. 03 월,2012. 04 월,2012. 05 월,2012. 06 월,2012. 07 월,2012. 08 월,2012. 09 월,2012. 10 월,2012. 11 월,2012. 12 월,2013. 01 월,2013. 02 월,2013. 03 월,2013. 04 월,2013. 05 월,2013. 06 월,2013. 07 월,2013. 08 월,2013. 09 월,2013. 10 월,2013. 11 월,2013. 12 월,2014. 01 월,2014. 02 월,2014. 03 월,2014. 04 월,2014. 05 월,2014. 06 월,2014. 07 월,2014. 08 월,2014. 09 월,2014. 10 월,2014. 11 월,2014. 12 월,2015. 01 월,2015. 02 월,2015. 03 월,2015. 04 월,2015. 05 월,2015. 06 월,2015. 07 월,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월,2020. 07 월,2020. 08 월,2020. 09 월,2020. 10 월,2020. 11 월,2020. 12 월,2021. 01 월,2021. 02 월,2021. 03 월
공주시,총인구수,명,124827,124715,124578,124554,124810,124785,124781,124798,124771,124912,124955,124748,124635,124359,124212,124158,124100,124137,118004,117705,117604,117433,117364,117298,117136,116923,116838,116909,116870,116773,116720,116596,116592,116560,116534,116369,116222,116080,115941,115862,115567,115507,115424,115283,114870,114562,114109,113621,113294,112896,112718,112480,112348,112282,112206,111949,111734,111476,111454,111261,110962,110695,110458,110306,110168,110145,110045,110065,110118,110121,110054,109931,109750,109567,109340,109234,109100,108966,108981,108799,108778,108669,108608,108432,108281,108113,108014,107839,107678,107526,107558,107495,107495,107463,107558,107581,107369,107175,107062,107036,107081,107101,107057,106931,106781,106632,106517,106474,106294,106098,105895,105743,105611,105440,105396,105353,105192,104972,104736,104545,104442,104319,103839
보령시,총인구수,명,107231,107007,106920,106899,106836,106747,106794,106668,106551,106462,106426,106421,106343,106106,105942,105931,105867,105868,105862,105828,105707,105695,105653,105559,105477,105384,105355,105268,105185,105131,105098,105021,105087,105057,105029,104938,104844,104714,104748,104736,104706,104680,104581,104551,104517,104474,104417,104321,104307,104332,104472,104495,104674,104738,104754,104811,104762,104742,104741,104754,104598,104453,104359,104432,104297,104241,104165,104033,104063,104015,104012,103873,103620,103351,103328,103487,103468,103494,103462,103489,103355,103344,103304,103198,103050,102810,102740,102716,102625,102578,102479,102371,102310,102143,102012,101990,101799,101615,101582,101549,101538,101533,101341,101282,101235,101160,101167,101114,100908,100836,100787,100646,100602,100647,100601,100538,100415,100336,100249,100229,99964,99673,99234
아산시,총인구수,명,265838,266433,266998,267712,268001,269018,270232,271356,272052,272758,273518,274523,274941,275350,276036,276585,277095,277622,278148,278612,279072,279534,279939,280490,281147,282359,283121,283623,284039,284329,284636,285030,285551,286149,286613,287073,287441,288893,289706,290243,290845,291286,291846,292458,293045,293569,293660,293954,294012,294048,294607,294834,295375,295751,296046,296176,296391,296958,297380,297737,298948,300092,300930,301471,301822,302230,302631,302929,302813,302817,302612,302929,303043,303543,304511,305494,306452,307390,308227,308784,309604,310268,310808,311453,311704,311579,311716,311873,311812,312008,311935,311988,311977,311960,312356,312822,313186,313330,313471,313537,313636,313738,313782,313898,313960,314235,314249,314395,314238,313875,313733,313757,313761,313054,313319,313871,314282,314552,315279,316129,316740,317626,317933
서산시,총인구수,명,160455,160353,160417,160678,160830,160878,160905,160990,161596,161474,161507,161489,161547,161610,161562,161635,161722,161834,162029,162103,162321,162558,163016,163315,163530,163650,163800,163950,164185,164413,164569,164815,164999,165202,165519,165837,165989,166098,166223,166332,166475,166783,167199,167416,167532,167518,167595,167611,167748,167707,168013,168096,168269,168415,168635,169648,169391,169430,169656,170099,170098,170042,170023,170025,169982,170037,170077,170146,170239,170329,170546,170788,170810,170825,171012,171102,171191,171321,171388,171448,171505,171554,171625,171678,171730,171696,171760,171903,172290,172556,172780,173056,173294,173717,174008,174162,174257,174176,174191,174344,174241,174262,174397,174377,174495,174511,174575,174690,174663,174596,174629,174645,174801,174884,175124,175272,175330,175426,175487,175591,175543,175623,175650
논산시,총인구수,명,127369,127338,128425,128300,128270,128095,128068,127899,127870,127893,127782,127533,127246,127056,126773,126649,126621,126494,126579,126743,126597,126695,126689,126653,126477,126304,126086,126005,125973,126049,126052,126023,125951,125951,125942,125844,125751,125559,125459,125308,125205,125272,125241,125123,124925,124880,124817,124784,124661,124630,124458,124511,124594,124542,124449,124226,124181,124046,124114,124232,124146,123973,123783,123693,123623,123582,123413,123386,123347,123269,123219,123213,123094,122903,122547,122411,122278,122199,122420,122630,122571,122443,122394,122240,122059,121894,121742,121575,121447,121320,121078,120892,120718,120527,120418,120230,120223,120114,120012,120005,119929,119785,119646,119574,119447,119279,119164,118842,118781,118513,118266,118032,117812,117696,117520,117340,117226,117030,116888,116675,116587,116315,115573
계룡시,총인구수,명,43071,43018,43064,43037,42991,43009,42984,43005,42991,43023,42967,42942,42764,42427,42329,42257,42219,42176,42030,41763,41821,41742,41678,41550,41209,41062,40997,40922,40902,40893,40921,40966,40971,41012,40993,40957,40912,40948,40905,40943,40898,40840,40780,40816,40833,40765,40672,40552,40415,40306,40139,40088,40109,40052,39985,40909,41166,41292,41491,41730,42011,42283,42300,42370,42477,42549,42534,42583,42577,42710,42734,42634,42737,43355,43811,43931,43967,43959,43997,44036,44045,44030,44042,43967,44023,44060,43981,43885,43920,43853,43752,43763,43785,43757,43673,43731,43603,43484,43434,43378,43399,43356,43334,43358,43325,43216,43159,42971,42735,42648,42663,42757,42696,42803,42772,42802,42811,42767,42848,42822,42809,43128,43182
금산군,총인구수,명,56500,56416,56368,56283,56305,56243,56235,56207,56131,56035,55999,56030,55933,55834,55848,55809,55880,55867,55893,55797,55775,55688,55643,55715,55603,55531,55433,55472,55531,55502,55476,55464,55409,55379,55352,55441,55355,55266,55348,55326,55371,55323,55254,55172,55144,55098,55165,55166,55006,54935,54943,55003,54988,54990,54992,54926,54911,54787,54833,54879,54885,54892,54906,54870,54838,54802,54737,54676,54649,54618,54600,54612,54507,54368,54284,54250,54141,54067,53974,53948,53891,53845,53906,53894,53784,53740,53687,53663,53666,53599,53546,53441,53410,53282,53211,53222,53092,53064,53043,52957,52815,52799,52697,52630,52528,52385,52332,52257,52120,51969,51904,51781,51746,51665,51696,51641,51563,51476,51443,51413,51262,51227,50953
연기군,총인구수,명,81729,81689,81700,81736,82026,82068,82095,82152,82192,82297,82340,82890,83953,86222,87166,87501,87871,88256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부여군,총인구수,명,74877,74654,74518,74492,74388,74337,74264,74226,74158,74090,74033,74004,73858,73765,73678,73601,73557,73496,73436,73396,73347,73297,73252,73259,73076,73037,72959,72921,72880,72825,72729,72720,72668,72648,72585,72547,72417,72389,72256,72151,72067,71939,71852,71805,71809,71812,71772,71754,71643,71473,71453,71503,71418,71388,71374,71353,71329,71190,71124,71143,71041,70907,70823,70821,70723,70681,70609,70553,70444,70365,70248,70187,70064,69946,69909,69836,69749,69652,69663,69502,69440,69354,69234,69086,68966,68800,68725,68706,68596,68478,68457,68403,68321,68271,68214,68078,67979,67806,67668,67524,67409,67369,67270,67206,67130,66932,66827,66740,66676,66548,66353,66214,66086,65919,65844,65723,65613,65528,65431,65354,65202,65039,64626
서천군,총인구수,명,59995,59900,59799,59721,59730,59703,59678,59644,59583,59534,59549,59541,59529,59343,59300,59259,59193,59147,59108,59065,59014,58980,58960,58920,58819,58722,58740,58657,58690,58682,58637,58565,58554,58524,58493,58441,58381,58271,58193,58117,58109,58051,57990,57965,57913,57837,57790,57713,57595,57480,57332,57262,57239,57198,57189,57085,57007,56941,56908,56910,56857,56767,56622,56479,56415,56429,56366,56275,56209,56113,56076,56012,55922,55821,55736,55691,55639,55601,55506,55420,55367,55336,55247,55175,55073,54977,54859,54802,54724,54628,54513,54355,54305,54172,54017,53922,53796,53660,53582,53462,53410,53351,53265,53125,53010,52945,52890,52805,52702,52582,52494,52374,52247,52209,52223,52137,52026,51933,51926,51866,51742,51657,51361
청양군,총인구수,명,32500,32445,32433,32441,32396,32388,32337,32293,32297,32258,32255,32291,32228,32161,32195,32191,32185,32209,32184,32214,32193,32202,32144,32087,32011,32040,32105,32120,32107,32102,32104,32068,32072,32097,32137,32155,32156,32175,32225,32202,32248,32243,32283,32287,32250,32229,32232,32248,32205,32200,32198,32221,32225,32191,32222,32231,32230,32290,32275,32485,32379,32281,32227,32227,32196,32191,32196,32159,32129,32103,32184,32753,32541,32413,32346,32298,32253,32204,32183,32097,32054,32035,32312,32837,32541,32397,32352,32297,32324,32228,32065,32023,32037,31979,32077,32296,31968,31848,31743,31642,31615,31548,31471,31400,31387,31374,31519,31717,31577,31385,31245,31139,31034,30994,30950,30863,30797,30823,30816,30948,30840,30750,30625
홍성군,총인구수,명,88048,88011,87949,87947,87953,88030,88103,88048,88077,88095,88131,88108,88146,88083,88001,88003,88069,88039,88051,87990,88001,88010,88021,88415,88741,89118,89174,89258,89298,89353,89342,89414,89474,89554,89605,89704,89721,89734,89815,90243,90471,90687,90798,90933,91001,91413,91692,91866,92024,92346,92442,92598,92678,92766,92826,92897,93204,93780,94220,94553,94670,95220,95539,95802,96975,97687,98113,98632,98950,99255,99586,99971,100247,100451,100840,101020,101122,101232,101290,101308,101426,101487,101555,101570,101533,101431,101561,101649,101531,101406,101324,101232,101192,101192,101167,101082,100956,100799,101203,101037,100983,100952,100809,100790,100701,100749,100598,100423,100347,100245,100063,99973,100013,99980,100020,99984,99909,99844,99890,100102,99850,99753,99756
예산군,총인구수,명,86925,86780,86687,86685,86677,86588,86601,86548,86477,86457,86400,86421,86262,86189,86207,86276,86216,86191,86169,86111,86058,86019,85947,85876,85827,85701,85626,85555,85495,85466,85420,85361,85401,85390,85296,85205,85170,85176,85096,85027,84936,84851,84766,84691,84689,84487,84419,84919,84638,84405,84225,84167,84102,84158,84112,84033,83881,83699,83567,83484,83340,83087,82961,82820,82407,82110,81952,81718,81654,81560,81399,81339,81174,81064,80858,80782,80657,80555,80474,80430,80428,80438,80386,80338,80360,80396,80428,80415,80424,80384,80349,80285,80260,80240,80145,80083,80045,79935,79819,79791,79661,79684,79647,79594,79523,79466,79400,79238,79126,78915,78881,78726,78618,78610,78609,78420,78370,78286,78146,78084,78129,78048,77585
태안군,총인구수,명,63147,63108,63078,63045,63063,63067,63034,62914,62726,62773,62758,62747,62653,62557,62513,62548,62587,62580,62621,62667,62665,62691,62626,62548,62529,62499,62519,62510,62548,62530,62490,62535,62466,62490,62541,62416,62353,62342,62371,62348,62391,62410,62407,62291,62288,62364,62415,62574,62455,62503,62635,62772,62835,62913,63031,63225,63429,63458,63474,63484,63456,63377,63478,63505,63520,63678,63836,63800,63847,63846,63825,63900,63829,63780,63784,63812,63804,63894,63928,64027,64027,64074,63993,63932,63815,63728,63821,63895,63784,63744,63669,63636,63525,63434,63315,63238,63100,63026,63012,63062,63048,63064,63039,63035,62983,62878,62802,62743,62628,62418,62324,62283,62193,62272,62281,62296,62364,62390,62346,62214,62050,61871,61771
당진군,총인구수,명,145125,145478,146042,146552,146860,147308,147676,148175,148507,148976,149469,150219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라북도,총인구수,명,1868745,1868363,1868476,1868846,1869418,1870863,1871388,1872346,1873956,1874058,1874181,1874031,1873491,1872933,1873678,1873333,1873141,1873093,1872830,1872957,1873134,1873353,1873561,1873341,1872500,1872311,1871818,1871979,1871592,1871545,1871570,1871498,1871726,1871776,1872370,1872965,1872297,1871267,1871139,1871174,1871333,1870844,1871456,1872056,1871931,1871747,1871725,1871560,1871018,1870728,1869966,1869900,1869965,1869668,1869354,1869025,1869255,1869297,1869654,1869711,1868354,1867534,1866691,1866184,1865634,1865900,1865612,1865232,1864729,1864043,1864475,1864791,1863298,1861955,1860485,1859703,1858927,1857815,1856921,1855985,1855450,1854688,1853886,1854607,1851694,1849543,1848066,1847089,1846144,1844639,1843009,1841427,1840544,1839358,1838049,1836832,1834532,1832227,1830499,1829273,1827871,1826717,1825381,1823982,1822883,1821813,1820799,1818917,1817302,1815112,1812936,1811619,1810097,1808802,1808044,1807094,1806441,1805937,1805204,1804104,1802748,1801319,1797450
전주시,총인구수,명,642433,642687,643050,643499,643991,644367,644851,645733,645546,645870,645981,645894,646759,647504,647688,648134,648002,647815,647863,647948,648412,648787,649270,648863,649061,649571,649582,649615,649498,649489,649742,649859,650187,650616,651043,650082,650676,651156,651098,650945,650958,651585,651679,651990,652457,652902,653130,652877,653387,653408,653434,653663,653985,654138,654202,653887,654114,654215,653732,652282,652858,653259,653185,653005,652811,652515,652617,652984,653365,653341,652961,651744,652234,652392,652182,652031,651948,651577,651403,651434,651438,651185,650894,648964,650004,651368,651631,651794,651435,651622,651952,652150,652484,652696,652879,651091,651640,652665,653264,653694,654028,653965,654099,654233,654563,655054,655133,654394,654963,655447,655519,655713,655607,655472,655784,656149,656688,657185,657745,657432,657661,657998,657064
완산구,총인구수,명,358708,359053,359523,359884,360290,360681,361038,361725,361826,362093,362330,362636,363131,363613,363653,363858,363759,363670,363671,363749,363841,363923,364096,363986,364114,364540,364518,364480,364448,364525,364723,364765,364844,364851,364585,363694,364163,364960,365233,365332,365338,365635,365009,364737,364804,364924,364900,364872,365335,365433,365412,365572,365945,366172,366454,366166,366384,366334,366149,365605,366135,366469,366529,366525,366403,365578,365079,364756,364656,364319,363336,361845,361683,361344,361176,361080,360986,360752,360633,360598,360569,360403,360242,359012,359091,358226,356623,355655,354882,354565,347876,347135,347048,346825,346405,345065,344909,344048,342797,341826,341145,340642,340524,340487,340059,339710,339390,338839,338977,339281,339291,338965,338482,338697,339317,339695,339975,339877,339973,339718,339406,339227,338363
덕진구,총인구수,명,283725,283634,283527,283615,283701,283686,283813,284008,283720,283777,283651,283258,283628,283891,284035,284276,284243,284145,284192,284199,284571,284864,285174,284877,284947,285031,285064,285135,285050,284964,285019,285094,285343,285765,286458,286388,286513,286196,285865,285613,285620,285950,286670,287253,287653,287978,288230,288005,288052,287975,288022,288091,288040,287966,287748,287721,287730,287881,287583,286677,286723,286790,286656,286480,286408,286937,287538,288228,288709,289022,289625,289899,290551,291048,291006,290951,290962,290825,290770,290836,290869,290782,290652,289952,290913,293142,295008,296139,296553,297057,304076,305015,305436,305871,306474,306026,306731,308617,310467,311868,312883,313323,313575,313746,314504,315344,315743,315555,315986,316166,316228,316748,317125,316775,316467,316454,316713,317308,317772,317714,318255,318771,318701
전주시효자출장소,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
군산시,총인구수,명,272801,273174,273402,273658,273931,274196,274475,274713,274553,275037,275449,275659,276101,276538,278289,277561,277375,277398,277602,277892,278156,278283,278385,278341,278298,278387,278515,278570,278662,278642,278615,278566,278566,278495,278517,278319,278319,278020,278243,278132,278058,277971,277888,278069,278119,278258,278326,278098,278172,278143,278278,278457,278444,278441,278445,278434,278505,278576,278517,278398,278338,278284,278332,278435,278399,278303,278184,278005,277998,277924,277821,277551,277328,276844,276623,276446,276221,276074,276013,275847,275654,275520,275320,274997,274788,274228,273919,273882,273853,273700,273498,273277,273146,272896,272798,272645,272518,272229,271955,271781,271612,271526,271279,271081,270880,270727,270503,270131,269779,269201,268766,268667,268558,268356,268243,267982,268025,267987,267911,267859,267798,267612,266959
익산시,총인구수,명,307185,307087,307336,307391,307588,308794,308981,309557,312555,312088,310875,309804,309055,308458,307978,308204,307531,307373,307171,306936,306790,306755,306555,306469,306509,306891,306743,306690,306620,306760,306836,306887,306989,306983,306845,306539,306372,305950,305633,305363,305278,305213,305130,304965,304818,304520,304463,304117,304023,303868,303561,303250,303141,302913,302780,302590,302474,302310,302272,302061,301872,301748,301570,301285,301202,301048,301340,301396,301204,300966,300798,300479,301061,301337,301392,301269,301304,301075,300723,300389,300283,300145,299948,300187,299146,298117,297801,297313,296763,296372,295876,295372,295203,294924,294428,294062,293201,292066,291474,291001,290508,290230,289808,289392,289121,288763,288215,287771,286997,286096,285431,285255,284746,284217,283853,283496,283064,282847,282582,282276,281539,280847,280585
익산시함열출장소,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
정읍시,총인구수,명,121998,121776,121527,121253,121116,120957,120912,120900,120705,120527,120591,120466,120372,120114,119979,119922,119796,119698,119608,119640,119535,119592,119474,119392,119286,119080,118931,118897,118801,118762,118689,118609,118557,118455,118482,118328,118236,117998,117920,117848,117837,117623,117580,117611,117524,117462,117390,117183,117193,117102,116834,116711,116684,116576,116543,116440,116350,116326,116220,115977,115884,115790,115592,115489,115529,115460,115503,115530,115496,115466,115393,115173,115083,114833,114588,114504,114436,114406,114457,114370,114294,114259,114140,113776,113727,113654,113458,113349,113236,113115,112951,112787,112640,112489,112355,112169,112016,111886,111711,111535,111411,111332,111126,111026,110899,110785,110728,110541,110310,110120,109951,109763,109646,109503,109355,109167,108963,108861,108681,108508,108470,108344,107710
남원시,총인구수,명,87749,87673,87636,87675,87725,87725,87741,87682,87685,87601,87554,87455,87421,87367,87322,87257,87257,87196,87170,87074,87017,87009,86991,87000,86983,86859,86766,86788,86737,86748,86708,86660,86643,86605,86536,86460,86395,86340,86279,86206,86171,85994,85951,85924,85901,85795,85773,85643,85550,85416,85224,85253,85278,85214,85198,85110,85098,85034,84994,84856,84771,84678,84660,84688,84707,84666,84622,84540,84505,84469,84393,84188,84140,84026,83948,83884,83787,83712,83621,83582,83545,83516,83396,83281,83233,83137,83016,82938,82905,82856,82724,82709,82694,82630,82632,82554,82505,82321,82153,82095,82008,81927,81898,81819,81756,81665,81528,81441,81439,81358,81257,81170,81067,81051,81028,81062,80905,80863,80784,80662,80570,80375,80227
