"○ 행정구역(시군구)별, 성별 인구수 []",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행정구역(시군구)별,항목,단위,2011. 01 월,2011. 02 월,2011. 03 월,2011. 04 월,2011. 05 월,2011. 06 월,2011. 07 월,2011. 08 월,2011. 09 월,2011. 10 월,2011. 11 월,2011. 12 월,2012. 01 월,2012. 02 월,2012. 03 월,2012. 04 월,2012. 05 월,2012. 06 월,2012. 07 월,2012. 08 월,2012. 09 월,2012. 10 월,2012. 11 월,2012. 12 월,2013. 01 월,2013. 02 월,2013. 03 월,2013. 04 월,2013. 05 월,2013. 06 월,2013. 07 월,2013. 08 월,2013. 09 월,2013. 10 월,2013. 11 월,2013. 12 월,2014. 01 월,2014. 02 월,2014. 03 월,2014. 04 월,2014. 05 월,2014. 06 월,2014. 07 월,2014. 08 월,2014. 09 월,2014. 10 월,2014. 11 월,2014. 12 월,2015. 01 월,2015. 02 월,2015. 03 월,2015. 04 월,2015. 05 월,2015. 06 월,2015. 07 월,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월,2020. 07 월,2020. 08 월,2020. 09 월,2020. 10 월,2020. 11 월,2020. 12 월,2021. 01 월,2021. 02 월,2021. 03 월
삼척시,총인구수,명,71741,71441,72517,72454,72395,72308,72321,72414,72487,72612,72673,72312,72113,71825,72990,73062,73163,73293,73210,73133,73064,72961,72777,72463,71992,71708,72855,73149,73343,73351,73146,73005,73010,73155,73247,73023,72493,72152,73194,73371,73366,73195,73055,72829,72824,72813,72655,72314,71768,71394,71648,71797,71744,71564,71425,71333,71273,71153,71174,70839,70362,69994,69940,69990,69964,69990,69852,69663,69550,70014,69913,69599,69141,68812,69305,69268,69212,69047,68900,68807,68885,68795,68704,68514,68334,68212,68407,68728,68668,68673,68603,68535,68737,68701,68589,68326,68057,67771,67893,68053,68016,67901,67854,67746,67721,67604,67518,67228,66806,66478,66088,65887,65834,65753,65698,65708,65639,65544,65409,65243,64946,64680,64393
홍천군,총인구수,명,69849,69785,69763,69774,69769,69812,69829,69799,69868,69967,69979,69899,69740,69576,69622,69600,69636,69663,69736,69732,69739,69735,69725,69727,69823,69764,69855,69873,69909,69918,69952,70027,70309,70390,70620,70638,70685,70647,70679,70604,70613,70580,70585,70564,70611,70574,70542,70451,70339,70324,70329,70322,70344,70400,70413,70415,70407,70414,70385,70336,70243,70117,70041,70045,70022,70019,70051,70018,69996,69968,70004,70076,70120,70067,70073,70226,70269,70299,70321,70344,70339,70291,70308,70340,70235,70117,70066,70152,70148,70074,70076,70092,70059,70018,69991,69949,69822,69675,69695,69646,69616,69498,69419,69340,69271,69226,69187,69150,68933,68715,68630,68688,68832,68998,69232,69167,69164,69163,69192,69242,69142,69041,68751
횡성군,총인구수,명,44193,44112,44224,44201,44180,44225,44242,44253,44310,44347,44343,44360,44321,44264,44344,44404,44365,44376,44372,44431,44461,44543,44633,44615,44550,44565,44714,44720,44677,44735,44772,44719,44786,44786,44892,44937,44915,44878,45111,45181,45270,45335,45275,45316,45346,45412,45414,45373,45330,45377,45428,45445,45570,45573,45609,45692,45791,45802,45809,45777,45678,45657,45807,45878,45918,45899,45925,45928,45951,45935,45981,45991,45946,46013,46057,46068,46015,46076,46121,46149,46143,46240,46265,46281,46272,46338,46402,46430,46466,46503,46578,46700,46739,46805,46797,46726,46648,46569,46738,46767,46767,46749,46751,46761,46704,46677,46703,46575,46377,46372,46307,46232,46276,46442,46402,46409,46482,46514,46533,46472,46441,46447,46399
영월군,총인구수,명,40292,40139,40132,40198,40194,40190,40147,40104,40093,40109,40133,40199,40211,40192,40304,40319,40250,40190,40202,40156,40181,40144,40157,40155,40094,40102,40233,40330,40324,40286,40263,40281,40218,40228,40170,40150,40133,40035,40308,40263,40219,40119,40083,40109,40081,40096,40037,40191,40087,40044,40221,40099,40134,40113,40095,40089,40074,40080,40078,40216,40097,40036,40081,40057,40043,40038,40054,40059,40070,40035,40064,40073,40058,40085,40092,40040,40068,40038,40057,40046,40056,40017,40053,40067,40051,40035,40067,40026,40033,40002,39966,39891,39916,39800,39783,39730,39581,39535,39539,39440,39389,39365,39305,39225,39176,39131,39106,39127,39040,38969,38938,38762,38759,38840,38818,38773,38698,38712,38710,38662,38565,38418,38458
평창군,총인구수,명,43504,43412,43365,43340,43299,43326,43350,43408,43448,43513,43539,43577,43568,43476,43410,43458,43511,43507,43535,43529,43540,43596,43614,43627,43637,43586,43494,43508,43497,43553,43610,43689,43669,43684,43679,43666,43697,43685,43689,43703,43777,43744,43783,43768,43766,43736,43679,43660,43631,43583,43611,43590,43579,43624,43629,43623,43600,43559,43547,43500,43420,43342,43278,43278,43246,43256,43294,43344,43323,43291,43318,43318,43273,43177,43199,43142,43131,43084,43112,43100,43093,43122,43089,43092,43005,42910,42835,42816,42839,42809,42808,42756,42749,42706,42649,42610,42550,42570,42511,42435,42398,42368,42343,42315,42259,42238,42218,42106,42014,41903,41817,41758,41779,41739,41709,41742,41706,41708,41665,41681,41587,41514,41212
정선군,총인구수,명,40970,40786,40693,40625,40604,40553,40500,40440,40341,40308,40276,40181,40076,40000,39932,39903,39861,39882,39908,39859,39866,39847,39886,39915,39875,39836,39837,39858,39871,39913,39932,39948,39968,39976,40004,39985,39926,39840,39744,39698,39648,39613,39566,39569,39507,39481,39468,39425,39348,39325,39291,39264,39292,39284,39305,39311,39255,39218,39232,39197,39147,39058,38991,38923,38935,38889,38877,38897,38824,38722,38735,38718,38644,38498,38412,38397,38337,38326,38314,38322,38278,38263,38221,38173,38086,38029,37995,37964,37971,37934,37871,37849,37840,37788,37735,37700,37583,37451,37420,37438,37409,37414,37388,37362,37351,37334,37309,37271,37194,37062,37044,37036,37025,37046,37001,37006,36956,36950,36937,36870,36783,36704,36059
철원군,총인구수,명,48801,48698,48583,48530,48447,48428,48398,48288,48257,48196,48117,48084,48108,48029,48103,48034,48025,48028,47985,47951,47984,47915,48002,47968,47867,47838,47782,47728,47641,47588,47547,47482,47470,47444,47445,47473,47398,47440,47445,47433,47376,47352,47340,47302,47244,47241,47242,47590,47551,47647,47537,47728,48586,49122,49194,49005,49224,49050,48955,48799,48694,48557,48440,48354,48253,48154,48030,48068,48162,48151,48081,48013,47891,47745,47794,47735,47611,47587,47471,47391,47361,47273,47332,47185,47039,46899,46874,46856,46892,46836,46706,46687,46618,46565,46496,46413,46259,46006,45946,45840,45741,45664,45590,45602,45578,45594,45617,45584,45467,45333,45220,45093,45084,44987,44924,44833,44799,44749,44706,44699,44563,44380,44171
화천군,총인구수,명,24282,24165,24270,24315,24309,24287,24349,24468,24511,24700,24772,24945,24920,24911,24951,24941,24960,24927,24883,24865,24901,24922,25008,25020,25025,24964,24984,24972,24977,24992,24950,24922,24920,24844,24850,25079,24998,24913,24915,24908,24937,24922,24882,24817,24814,24890,25395,27143,26885,26720,26594,26607,26697,26790,27240,27143,27214,27109,27072,27020,26870,26785,26696,26628,26585,26702,26670,26521,26464,26412,26370,26264,26144,26022,26174,26204,26210,26439,26242,26155,26115,26089,26055,26022,25918,25742,25630,25600,25574,25546,25374,25295,25237,25210,25124,25084,25077,24986,24987,24979,24972,24915,24837,24764,24680,24720,24912,24917,24806,24673,24646,24627,24657,24717,24753,24802,24855,24897,24868,24857,24732,24652,24506
양구군,총인구수,명,21726,21644,21841,21850,21882,21850,22047,22107,22118,22213,22265,22285,22257,22479,22593,22674,22730,22759,22767,22732,22762,22729,22720,22799,22776,22777,23055,23143,23163,23179,23249,23239,23264,23446,23518,23594,23519,23525,23665,23731,23737,23718,23660,23645,23599,23572,23552,23888,23822,23738,23864,23840,23878,24283,24224,24146,24133,24107,24120,24089,24052,23958,24035,24006,23931,24098,24035,24017,24014,23995,23953,24010,23911,23749,23875,23866,23888,24026,23889,23882,23864,23815,23867,23835,23743,23593,23686,23650,23651,23674,23536,23422,23407,23388,23380,23408,23342,23189,23328,23279,23248,23334,23246,23185,23121,23049,22921,22764,22526,22366,22301,22375,22378,22332,22295,22329,22315,22276,22350,22278,22161,22123,22172
인제군,총인구수,명,31794,31676,31680,31661,31605,31564,31600,31602,31584,31595,31926,31970,31927,31806,31879,31939,31908,32129,32229,32266,32360,32417,32425,32456,32428,32277,32304,32391,32424,32423,32492,32504,32508,32487,32473,32517,32427,32435,32497,32453,32450,32445,32445,32390,32405,32355,32285,32475,32931,32983,33027,33091,33109,33352,33324,33334,33392,33383,33272,33255,33200,33074,33039,32986,32977,32903,32878,32816,32868,32860,32801,32720,32643,32532,32558,32473,32489,32507,32523,32531,32526,32553,32649,32582,32517,32425,32355,32323,32276,32371,32319,32291,32269,32179,32160,32136,32056,31977,31901,31902,31894,31881,31823,31759,31715,31744,31740,31672,31567,31432,31461,31506,31548,31554,31526,31571,31538,31570,31623,31694,31720,31665,31521
고성군,총인구수,명,30026,29924,30054,30052,30061,30084,29998,30130,30131,30013,30019,30057,29973,30015,30328,30331,30364,30273,30275,30207,30125,30063,30006,30124,29936,29779,29784,29962,30008,30161,30166,30265,30277,30253,30313,30398,30266,30149,30123,30147,30193,30152,30077,29991,29937,29891,29869,30269,29992,29838,29935,29873,29861,30066,29872,29719,29579,29419,29444,30060,29618,29378,29279,29288,29242,29381,29281,29039,28982,28922,28951,30114,29551,29188,29070,28989,28956,29235,29110,29011,28912,28696,28573,30029,29260,29038,28848,28739,28651,28596,28469,28360,28323,28217,28133,28144,28052,27928,27936,27860,27649,27554,27458,27398,27320,27283,27239,27260,27165,27080,27064,26959,26921,26886,26867,26857,26787,26781,26798,26757,26687,26734,26743
양양군,총인구수,명,27910,27839,27846,27913,27920,27943,27993,27978,27961,27988,27954,27942,27918,27790,27799,27840,27861,27833,27880,27874,27879,27891,27856,27802,27758,27700,27658,27667,27651,27669,27652,27664,27615,27592,27616,27659,27623,27619,27627,27614,27670,27654,27621,27596,27623,27556,27524,27521,27498,27509,27501,27530,27512,27523,27508,27496,27501,27464,27499,27479,27461,27356,27319,27329,27324,27339,27371,27314,27188,27216,27209,27218,27226,27254,27294,27319,27299,27284,27309,27302,27300,27242,27217,27207,27258,27245,27276,27270,27325,27325,27318,27319,27292,27270,27221,27347,27351,27430,27431,27519,27605,27621,27641,27643,27694,27714,27721,27726,27709,27729,27713,27710,27787,27808,27859,27868,27940,27964,27926,27946,27946,27980,27956
충청북도,총인구수,명,1550474,1551621,1552707,1554195,1555169,1555952,1556984,1558289,1559572,1560895,1562374,1562903,1563023,1563091,1564283,1565389,1566183,1566992,1561493,1562289,1563323,1564665,1565188,1565628,1565670,1565697,1565972,1566920,1567548,1568860,1569348,1569731,1570486,1571704,1572158,1572732,1572779,1572923,1572914,1574548,1575073,1576066,1576819,1577549,1578401,1578934,1579037,1578933,1578531,1578253,1578748,1579291,1580042,1582181,1581840,1581792,1582080,1582656,1583053,1583952,1583982,1583781,1584325,1585312,1586414,1586943,1587539,1588025,1588548,1589268,1590537,1591625,1591674,1592001,1591697,1592492,1592573,1592634,1592817,1593022,1593313,1593577,1594005,1594432,1593903,1594066,1594708,1595164,1595822,1595772,1596161,1596324,1596734,1597709,1598184,1599252,1599155,1598868,1598775,1599488,1599854,1599650,1599368,1599402,1599339,1599499,1599651,1600007,1599391,1598599,1597639,1596613,1596710,1597593,1597936,1598162,1598536,1599102,1599680,1600837,1599658,1599122,1595714
청주시,총인구수,명,656877,657907,658284,658914,659160,659539,659681,660191,660556,660947,661517,661946,662529,662852,663034,663388,663503,663912,664528,664952,665325,666078,666421,666852,667311,667561,668164,668896,669188,670244,670684,671021,671454,672010,672384,672904,673330,673615,673727,674341,674538,674962,830803,831278,831699,831957,832064,831521,831389,830960,830786,830626,830735,832387,831431,831025,831184,831635,832104,831912,832234,832555,832721,833095,833375,833726,834021,834291,834553,834857,835214,835197,835802,836310,836287,836298,836280,836025,835925,835794,835658,835770,835669,835590,835412,835071,835431,835293,835425,835373,835575,835701,836367,837195,837606,837749,838651,838855,838826,838887,839106,839080,839037,839347,839428,839638,839615,839566,840047,840272,840756,840938,841540,842821,843399,843782,844110,844486,844815,844993,845710,846204,845025
서원구,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226194,226142,226183,225857,225423,224727,224344,224151,223672,223146,222924,222817,221951,221414,221100,220760,220496,220045,219691,219417,218982,218740,218673,218529,218136,218013,217728,217519,217276,217120,217382,217709,217551,217477,217555,217460,217404,217298,217338,217263,217017,216782,216417,216101,215541,215140,214969,214768,214669,214443,214024,211732,210352,209404,208549,207853,207335,207071,206654,206221,205831,205357,205029,204137,203624,203209,202513,201704,200775,200275,199866,198950,198543,198128,197483,196472,195804,194720,194154,193371,192804
청원구,총인구수,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170822,171551,172091,172640,173747,174975,175745,176172,177124,178225,178894,179382,179471,179762,180181,180860,181403,182017,182917,184087,184981,185656,186155,186844,187929,188620,189311,190013,190572,190813,191112,191646,192070,192442,192754,193032,193211,193366,193408,193408,193522,193767,193931,193933,194426,194817,195112,195430,195746,195718,196666,197349,197751,197225,197012,196972,196979,196926,196940,197089,197069,196612,196545,196312,196063,195868,195404,195159,194734,194407,194449,194025,193880,193925,193786,193589,193973,194373,193997,193726,193350
상당구,총인구수,명,241669,242098,242089,241868,241702,241653,241558,241492,241455,241424,241567,241621,241665,241485,241341,241222,241116,241029,240896,240680,240577,240651,240699,240433,240310,240209,240465,241165,241275,242050,243180,243757,244141,244631,245140,246128,246466,246783,246891,248321,249059,249694,180091,180047,179935,180254,180112,179792,179669,179348,179021,178611,178530,178536,177870,177436,177244,176955,176864,176424,176068,175654,175378,175251,175046,174836,174567,174366,174255,174073,173923,173701,173521,172985,172618,172273,171949,171597,171324,171208,171074,171118,171130,171129,171099,171204,171691,171797,171705,171729,171821,171641,171604,174459,176195,176818,177704,178424,178731,179056,179026,179025,179025,178746,178578,178358,178260,178352,179626,180277,181403,182086,182516,184165,185256,185904,187003,189105,189727,190034,191363,193027,193300
흥덕구,총인구수,명,415208,415809,416195,417046,417458,417886,418123,418699,419101,419523,419950,420325,420864,421367,421693,422166,422387,422883,423632,424272,424748,425427,425722,426419,427001,427352,427699,427731,427913,428194,427504,427264,427313,427379,427244,426776,426864,426832,426836,426020,425479,425268,253696,253538,253490,253206,252782,252027,251631,251289,250969,250644,250387,251652,252139,252413,252659,253060,253341,253426,253558,253397,253380,253448,253501,253517,253389,253292,253259,253252,253443,253563,253787,253970,254048,254106,254022,253936,253986,253922,253838,253981,254000,253912,253965,253833,253773,253539,253639,253446,253339,253899,254073,253655,253308,254302,255386,255606,255781,255834,256486,256745,257112,258632,259276,260831,261668,262137,262504,263132,263844,264170,264709,265681,265720,265825,265838,265320,265311,265866,266196,266080,265571
충주시,총인구수,명,208467,208284,208229,208242,208375,208233,208261,208236,208460,208391,208460,208433,208345,208266,208218,208488,208419,208388,208423,208401,208404,208475,208479,208447,208426,208377,208189,208215,208154,208202,208138,208083,207989,208119,208141,208115,208178,208119,207878,208156,208213,208243,208389,208473,208596,208636,208676,208527,208529,208394,208220,208096,208163,208173,208138,208181,208099,208080,208026,207913,207762,207617,207803,207835,207982,208034,208119,208183,208175,208234,208366,208350,208288,208197,208116,208158,208146,208160,208147,208139,208150,208163,208047,208316,208539,208999,209306,209491,209695,209940,210024,210153,210174,210348,210490,210504,210548,210662,210555,210463,210417,210397,210353,210410,210504,210670,210826,210737,210806,210643,210423,210188,210190,210173,210228,210304,210299,210246,210313,210186,210139,210058,209443
제천시,총인구수,명,137169,137109,137160,137299,137292,137249,137349,137477,137608,137926,137973,137689,137545,137317,137491,137465,137417,137363,137383,137394,137612,137874,137798,137521,137328,137254,137104,137189,137125,137052,136951,136894,137079,137365,137278,137204,137018,136812,136604,136900,137033,137155,137136,137127,137050,136936,136900,136805,136536,136353,136299,136399,136545,136457,136432,136453,136398,136393,136309,136138,135987,135802,135667,136134,136322,136249,136221,136186,136285,136483,136599,136517,136389,136226,136013,136534,136609,136507,136483,136492,136569,136656,136631,136432,136266,136087,135849,135916,135947,135857,135710,135600,135556,135556,135473,135386,135159,134992,134842,135243,135225,135176,135116,135057,134916,134863,134768,134617,134359,134171,133839,133638,133513,133395,133277,133170,133246,133203,133115,133018,132759,132506,132542
청원군,총인구수,명,153401,153995,154610,155017,155649,156127,156580,157234,157570,157930,158247,158369,158299,158455,158901,159203,159695,160088,153663,154008,154255,154406,154703,154780,154733,154896,154715,154494,154614,154693,154734,154873,154979,154986,154984,155002,154865,154901,154983,155247,155385,155436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보은군,총인구수,명,34876,34841,34821,34804,34817,34791,34769,34782,34725,34725,34715,34717,34698,34681,34664,34592,34555,34544,34525,34511,34500,34489,34442,34438,34378,34358,34286,34254,34221,34223,34258,34244,34276,34295,34299,34318,34324,34315,34414,34444,34461,34430,34386,34366,34303,34238,34230,34240,34245,34243,34249,34191,34174,34078,34153,34185,34187,34140,34217,34296,34282,34286,34232,34199,34227,34208,34245,34223,34237,34209,34192,34221,34252,34246,34249,34208,34176,34162,34099,34047,34052,34073,34066,34053,34032,33999,33947,33931,33921,33876,33815,33762,33725,33704,33668,33680,33622,33587,33538,33448,33368,33285,33223,33177,33139,33087,33008,32949,32899,32840,32760,32699,32653,32578,32522,32522,32522,32476,32456,32412,32364,32371,32206
옥천군,총인구수,명,53953,53836,53819,53821,53712,53680,53713,53652,53577,53491,53494,53496,53426,53383,53376,53386,53380,53371,53375,53343,53337,53286,53271,53244,53200,53058,52910,52894,52886,52854,52844,52847,52860,52820,52828,52763,52757,52721,52650,52656,52647,52599,52564,52591,52587,52535,52507,52469,52490,52461,52677,52680,52655,52645,52668,52641,52666,52614,52474,52404,52415,52355,52357,52324,52330,52272,52266,52259,52240,52257,52249,52267,52188,52120,52056,51961,51846,51838,51838,51795,51755,51779,51771,51766,51806,51766,51737,51792,51757,51723,51679,51586,51547,51478,51452,51465,51410,51332,51372,51371,51330,51331,51237,51196,51132,51056,51034,51023,50987,50903,50791,50778,50802,50802,50768,50792,50745,50696,50619,50527,50468,50474,50337
영동군,총인구수,명,50442,50331,50330,50346,50293,50252,50233,50202,50214,50247,50435,50621,50585,50614,50685,50653,50650,50655,50686,50721,50732,50689,50618,50663,50543,50478,50624,50610,50604,50657,50628,50569,50536,50471,50460,50539,50414,50384,50421,50471,50441,50383,50350,50324,50367,50601,50640,50803,50617,50525,50832,51057,51040,51038,51025,50913,50904,50893,50844,50693,50484,50202,50201,50311,50349,50278,50270,50190,50160,50199,50533,50552,50291,50152,50082,50397,50484,50486,50429,50388,50409,50318,50302,50240,50028,50042,50098,50067,50063,49929,49867,49751,49675,49653,49579,49715,49380,49215,49177,49179,49166,49068,49016,48931,48883,48874,48877,48738,48523,48364,48174,47963,47832,47736,47702,47706,47679,47603,47561,47475,47230,47023,46577
증평군,총인구수,명,33446,33432,33423,33457,33464,33509,33586,33701,33865,33969,34019,34009,33998,34008,34015,34091,34136,34135,34141,34126,34194,34231,34232,34279,34269,34280,34299,34394,34415,34500,34508,34529,34511,34519,34600,34546,34580,34630,34736,34770,34763,34723,34736,34759,34805,34830,34763,34771,34938,35071,35118,35121,35338,35894,36248,36396,36546,36686,36733,36671,36738,36918,36997,36994,37042,37063,37109,37152,37200,37239,37264,37308,37417,37448,37452,37479,37531,37595,37627,37690,37719,37772,37787,37783,37753,37743,37724,37750,37733,37730,37739,37719,37680,37624,37476,37317,37220,37162,37187,37378,37480,37540,37494,37487,37469,37447,37419,37392,37424,37419,37341,37320,37302,37178,37166,37136,37122,37011,36960,36807,36807,36685,36536
진천군,총인구수,명,62148,62184,62283,62448,62527,62609,62711,62787,62876,62990,63118,63051,62995,62931,63047,63102,63202,63233,63281,63288,63344,63411,63433,63458,63513,63535,63675,63873,64031,64090,64203,64265,64357,64443,64526,64606,64642,64820,64899,64915,64967,64936,64935,64943,65059,65081,65093,65174,65383,65954,66217,66421,66569,66685,66805,66882,66989,67032,67145,67981,68145,68368,68439,68452,68666,68790,68918,69125,69239,69339,69655,69950,70198,70464,70678,70698,70912,71866,72550,73039,73266,73370,73520,73677,73756,74239,74752,75238,75623,75848,76299,76887,77056,77479,77674,78218,78781,79172,79526,79919,80233,80382,80595,80731,80933,80942,80962,81084,81225,81301,81404,81483,81584,81742,81865,81949,82362,83090,83621,83718,83849,84116,84118
괴산군,총인구수,명,36790,36741,36805,36840,36847,36866,36861,36887,36958,37092,37172,37333,37316,37355,37445,37481,37615,37626,37666,37686,37705,37748,37714,37713,37751,37824,37738,37771,37756,37773,37794,37770,37860,38050,37992,38059,38059,38059,38060,38089,38056,38025,37979,37949,37927,37954,37922,38351,38175,38096,38025,38165,38127,38027,37979,37961,37915,37883,37870,38787,38487,38250,38202,38101,38150,38182,38134,38091,38119,38090,38266,38973,38668,38520,38481,38425,38324,38282,38250,38164,38136,38083,38594,39054,38765,38631,38542,38500,38443,38329,38245,38159,38050,38022,38316,39133,38586,38369,38240,38133,37993,37966,37916,37860,37875,37968,38312,39163,38451,38185,37896,37694,37566,37493,37357,37354,37368,37447,37671,39393,38338,38009,37688
음성군,총인구수,명,91177,91238,91246,91271,91348,91400,91524,91485,91505,91513,91602,91644,91713,91734,91888,92012,92090,92179,92390,92466,92581,92700,92842,92980,92989,92942,93168,93237,93442,93447,93454,93481,93448,93483,93502,93505,93504,93488,93497,93512,93595,94191,94575,94774,95023,95123,95245,95324,95323,95351,95493,95664,95813,95956,96137,96296,96369,96510,96584,96396,96734,96777,97055,97244,97341,97510,97611,97730,97768,97826,97715,97787,97741,97901,97861,97909,97822,97304,97074,97082,97219,97250,97319,97306,97416,97356,97111,96913,96932,96885,96912,96655,96538,96317,96132,95830,95595,95363,95391,95375,95473,95381,95378,95278,95184,95115,95014,94982,95006,94909,94709,94461,94336,94288,94315,94179,93813,93579,93310,93153,92945,92733,92407
단양군,총인구수,명,31728,31723,31697,31736,31685,31697,31716,31655,31658,31674,31622,31595,31574,31495,31519,31528,31521,31498,31432,31393,31334,31278,31235,31253,31229,31134,31100,31093,31112,31125,31152,31155,31137,31143,31164,31171,31108,31059,31045,31047,30974,30983,30966,30965,30985,31043,30997,30948,30906,30845,30832,30871,30883,30841,30824,30859,30823,30790,30747,30761,30714,30651,30651,30623,30630,30631,30625,30595,30572,30535,30484,30503,30440,30417,30422,30425,30443,30409,30395,30392,30380,30343,30299,30215,30130,30133,30211,30273,30283,30282,30296,30351,30366,30333,30318,30255,30203,30159,30121,30092,30063,30044,30003,29928,29876,29839,29816,29756,29664,29592,29546,29451,29392,29387,29337,29268,29270,29265,29239,29155,29049,28943,28835
충청남도,총인구수,명,2076239,2077703,2081390,2083893,2086490,2088281,2090270,2092262,2094358,2096445,2098469,2101284,2103129,2106223,2108537,2110896,2112849,2114599,2021776,2022434,2023534,2025274,2026849,2028777,2029769,2031839,2033019,2034946,2036661,2038322,2039668,2041263,2043056,2045203,2046550,2047631,2048438,2049750,2051940,2053837,2056156,2057178,2058114,2058652,2059085,2059871,2060971,2062273,2063050,2062924,2064229,2065609,2067096,2068444,2069109,2071333,2072314,2073340,2074956,2077649,2078572,2080030,2081092,2082319,2084034,2085844,2086737,2088268,2089831,2091626,2093838,2096727,2097406,2099924,2102327,2104463,2105959,2107562,2109230,2111419,2113033,2114284,2115586,2116770,2117685,2118099,2119468,2120666,2121618,2122220,2122531,2123368,2123776,2124524,2125409,2126282,2125797,2125372,2125778,2125912,2125732,2125855,2125349,2125160,2124855,2124619,2124302,2123709,2122455,2120995,2119749,2118457,2118510,2119771,2120692,2120519,2120559,2120347,2120607,2121029,2119837,2119542,2115823
당진시,총인구수,명,,,,,,,,,,,,,150519,151013,151569,152074,152550,152914,153292,153602,153912,154320,154706,155104,155350,155792,156026,156473,156804,157167,157710,158220,158570,158914,159204,159615,159927,160228,160598,161115,161453,161616,161886,162002,162259,162467,162636,162844,162923,163072,163278,163531,163756,164121,164285,164337,164558,164718,164836,165122,165162,165202,165364,165454,165423,165374,165564,165875,165978,166138,166362,166630,166782,166823,166987,167062,167133,167307,167318,167404,167461,167555,167505,167439,167375,167277,167331,167540,167598,167621,167748,167842,167762,167810,167819,167770,167723,167580,167534,167481,167453,167397,167302,167208,167260,167196,167190,167042,166815,166551,166253,166136,166098,166084,166057,166067,165991,166073,166145,166249,166189,166218,166186
천안시,총인구수,명,558602,560358,562414,563811,565354,566017,566483,567339,568379,569408,570380,571377,572572,574148,575206,576419,577117,577769,578370,578838,579447,580410,581211,581988,582837,583717,584240,585303,586154,587107,587764,588465,589291,590276,590707,591089,591799,591877,593056,593884,595414,595690,595807,595859,596010,596396,597580,598346,600124,600591,601316,602048,602486,602939,603003,603527,604140,604533,604883,605776,606019,606759,607319,608044,609168,610108,610499,611438,612814,614367,616381,617955,619286,621714,623034,624053,625005,625721,626419,628097,629081,629852,630667,631531,633391,635201,636751,637908,639199,640291,641278,642586,643385,644577,645419,646075,646701,647760,648422,649107,649514,649916,650292,650752,651090,651661,651913,652258,652845,653816,654259,654251,655192,657514,658280,658212,658670,658911,658977,658808,658488,658295,657549
동남구,총인구수,명,247623,248162,248895,249471,250249,250543,250906,251378,251857,252123,252492,252942,253465,254113,254724,255265,255782,256032,256427,256625,256878,257279,257554,257908,258309,258855,258849,259301,259687,259639,259733,259859,260054,260419,260462,260575,260667,260864,261396,261665,262401,262498,262518,262225,262080,262090,261964,261768,261684,261150,260985,260541,260386,260326,260246,260564,261147,261614,261580,261474,261252,260747,260595,260441,260102,259958,260049,260111,259914,259756,259369,258919,258589,258343,257887,257474,257160,256753,256412,255808,256031,256244,255987,255878,255696,255109,254991,255106,255065,255672,256233,256873,257144,257481,257881,257978,257789,257996,258090,258111,258125,258203,258080,258709,259106,259190,259298,259411,259416,259558,259474,259211,258857,258996,259219,258942,258685,258556,258269,258009,257683,257397,256931
서북구,총인구수,명,310979,312196,313519,314340,315105,315474,315577,315961,316522,317285,317888,318435,319107,320035,320482,321154,321335,321737,321943,322213,322569,323131,323657,324080,324528,324862,325391,326002,326467,327468,328031,328606,329237,329857,330245,330514,331132,331013,331660,332219,333013,333192,333289,333634,333930,334306,335616,336578,338440,339441,340331,341507,342100,342613,342757,342963,342993,342919,343303,344302,344767,346012,346724,347603,349066,350150,350450,351327,352900,354611,357012,359036,360697,363371,365147,366579,367845,368968,370007,372289,373050,373608,374680,375653,377695,380092,381760,382802,384134,384619,385045,385713,386241,387096,387538,388097,388912,389764,390332,390996,391389,391713,392212,392043,391984,392471,392615,392847,393429,394258,394785,395040,396335,398518,399061,399270,399985,400355,400708,400799,400805,400898,400618
