"행정구역(시군구)별","항목","단위","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월","2021. 07 월","2021. 08 월","2021. 09 월",
"예산군","세대수","호","36438","36427","36456","36500","36492","36462","36476","36515","36496","36498","36513","36548","36511","36540","36583","36667","36674","36689","36718","36705","36725","36705","36700","36720","36703","36715","36747","36805","36805","36843","36859","36879","36924","36948","36950","36924","36944","37014","37045","37025","37031","37006","36992","37007","37067","37079","37115","37369","37310","37283","37289","37314","37338","37398","37403","37438","37424","37438","37465","37488","37449","37416","37396","37389","37314","37282","37302","37244","37252","37236","37236","37251","37252","37287","37249","37264","37241","37262","37275","37281","37343","37397","37434","37489","37573","37637","37724","37776","37836","37829","37843","37865","37913","37962","38017","38060","38122","38134","38136","38172","38174","38235","38270","38283","38285","38296","38310","38290","38317","38264","38388","38433","38527","38670","38765","38790","38846","38872","38865","38946","39097","39127","38899","38957","38950","38959","39007","39015","38985",
"태안군","세대수","호","28116","28110","28094","28101","28126","28154","28157","28154","28106","28133","28136","28140","28115","28106","28149","28190","28267","28281","28322","28370","28373","28393","28416","28415","28391","28412","28474","28494","28553","28578","28608","28651","28643","28675","28736","28742","28752","28784","28851","28857","28889","28916","28939","28933","28956","29014","29055","29197","29175","29175","29260","29366","29420","29505","29645","29798","29893","29950","29965","29981","29985","29970","30026","30095","30160","30274","30438","30467","30520","30556","30587","30617","30593","30612","30729","30799","30837","30958","31008","31067","31142","31200","31221","31244","31237","31252","31385","31501","31510","31510","31548","31597","31579","31614","31600","31636","31608","31623","31718","31785","31839","31895","31969","32029","32052","32047","32061","32069","32066","32036","32032","32056","32123","32250","32322","32379","32476","32499","32553","32535","32477","32472","32536","32632","32675","32774","32852","32862","32912",
"당진군","세대수","호","62162","62287","62602","62891","63009","63160","63279","63463","63568","63773","63988","64333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라북도","세대수","호","741054","742129","743089","744347","745441","747198","748050","749933","751752","753043","754104","754479","754343","755050","756575","757074","757366","757812","758143","758518","758814","759105","759809","760189","760097","761049","761586","762299","762625","763138","763525","764029","764516","765111","765922","766699","766686","767406","768363","769136","769886","770284","771009","771868","772627","773310","773990","774562","774902","775805","776516","776997","777764","778350","778972","779607","780438","781405","782251","782986","783137","784072","784756","785172","785838","786489","786874","787155","787595","788207","789038","790084","790185","791101","792143","792787","793536","794041","794540","795001","795723","796206","796767","797916","798121","798990","800209","801270","801778","801912","802215","803152","803963","804806","805533","806235","806761","807816","808836","809767","810821","811190","811872","812556","813492","814334","815315","816191","817017","818452","820140","821517","824032","826134","827895","829789","831694","833069","834858","836660","838242","840063","839942","841378","841543","842662","843708","844645","846204",
"전주시","세대수","호","234911","235415","235941","236650","237225","237855","238337","239344","239843","240234","240835","241199","241523","242142","242679","243087","243381","243586","243787","243927","244176","244352","244724","244811","244910","245374","245689","245915","246055","246209","246373","246624","246938","247280","247691","247718","247981","248556","248915","249169","249432","249830","250027","250421","250943","251266","251489","251702","252135","252370","252753","253045","253389","253702","253971","254148","254454","254745","254815","254710","255141","255708","255988","256167","256435","256610","256849","257088","257386","257697","257917","258006","258318","258896","259167","259347","259510","259562","259661","259964","260281","260519","260725","260683","261292","262445","263243","263775","263871","264127","264593","265149","265662","266152","266547","266541","267142","268186","269033","269699","270418","270684","271166","271710","272293","272970","273441","273753","274378","275261","276201","277083","278130","278954","279740","280768","281730","282455","283334","284106","285227","286437","286652","287245","287988","288795","289324","289966","291388",
"완산구","세대수","호","130244","130597","131063","131551","131969","132415","132723","133382","133811","134112","134519","134842","135031","135436","135753","135933","136089","136226","136362","136446","136482","136481","136636","136704","136838","137124","137270","137386","137494","137636","137790","137886","138037","138164","138253","138200","138373","138902","139181","139427","139594","139798","139755","139890","140098","140222","140270","140438","140776","140937","141179","141348","141583","141829","142098","142252","142533","142664","142738","142810","143082","143452","143672","143841","144037","143917","143888","143870","144009","144075","143925","143668","143693","143908","144090","144227","144265","144324","144348","144570","144724","144872","145037","144937","145044","145096","144854","144761","144535","144507","142596","142608","142784","142994","143044","142949","143121","143174","142934","142748","142830","142811","143006","143240","143354","143502","143591","143731","144012","144501","145058","145355","145775","146315","146929","147559","148096","148315","148639","149040","149433","149872","149772","150013","150334","150701","150897","151177","151703",
"덕진구","세대수","호","104667","104818","104878","105099","105256","105440","105614","105962","106032","106122","106316","106357","106492","106706","106926","107154","107292","107360","107425","107481","107694","107871","108088","108107","108072","108250","108419","108529","108561","108573","108583","108738","108901","109116","109438","109518","109608","109654","109734","109742","109838","110032","110272","110531","110845","111044","111219","111264","111359","111433","111574","111697","111806","111873","111873","111896","111921","112081","112077","111900","112059","112256","112316","112326","112398","112693","112961","113218","113377","113622","113992","114338","114625","114988","115077","115120","115245","115238","115313","115394","115557","115647","115688","115746","116248","117349","118389","119014","119336","119620","121997","122541","122878","123158","123503","123592","124021","125012","126099","126951","127588","127873","128160","128470","128939","129468","129850","130022","130366","130760","131143","131728","132355","132639","132811","133209","133634","134140","134695","135066","135794","136565","136880","137232","137654","138094","138427","138789","139685",
"전주시효자출장소","세대수","호","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"군산시","세대수","호","106561","106797","106967","107240","107470","107700","107918","108145","108281","108603","108902","109102","109272","109621","110855","110504","110447","110538","110659","110845","110986","111113","111241","111278","111275","111396","111594","111687","111766","111831","111901","111865","111897","111970","112040","112103","112132","112195","112538","112624","112651","112656","112640","112776","112893","113038","113099","113098","113184","113386","113616","113724","113843","113922","113993","114091","114155","114283","114307","114382","114407","114558","114682","114818","114921","114953","115005","115000","115130","115194","115285","115329","115294","115370","115387","115375","115350","115408","115515","115557","115596","115612","115637","115657","115767","115784","115844","116072","116147","116164","116267","116442","116590","116705","116874","117068","117210","117328","117415","117473","117600","117650","117723","117817","117979","118061","118140","118264","118329","118508","118611","118686","119042","119323","119708","119972","120338","120585","120851","121220","121451","121629","121504","121707","121336","121449","121541","121639","121689",
"익산시","세대수","호","118314","118633","119066","119314","119547","120367","120509","121149","122419","122858","122533","122103","121633","121365","121229","121507","121216","121200","121147","121063","120945","120876","120875","120978","121042","121422","121349","121451","121438","121675","121803","121946","122046","122140","122147","122164","122065","122017","121960","121973","122032","122118","122172","122202","122226","122243","122371","122345","122390","122505","122458","122342","122366","122364","122455","122538","122672","122795","122847","122857","122873","122992","123077","123078","123158","123270","123398","123496","123552","123584","123652","123675","123933","124122","124857","125149","125580","125787","125827","125931","126063","126119","126174","126333","126141","126036","126347","126437","126420","126381","126351","126357","126492","126620","126620","126516","126382","126293","126370","126441","126523","126573","126623","126617","126740","126804","126820","126876","126750","126684","126805","126932","127217","127407","127577","127784","127974","128099","128385","128400","128362","128461","128838","129084","129257","129453","129694","129864","129974",
"익산시함열출장소","세대수","호","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",
