"행정구역(시군구)별","항목","단위","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월","2021. 01 월","2021. 02 월","2021. 03 월","2021. 04 월","2021. 05 월","2021. 06 월","2021. 07 월","2021. 08 월","2021. 09 월",
"청주시","세대수","호","248121","248727","248944","249342","249554","249722","249856","250055","250273","250684","250883","251174","251360","251817","252113","252325","252473","252688","252939","253201","253522","253920","254056","254271","254566","254927","255501","256052","256366","257196","257649","257963","258304","258733","259002","259455","259654","260144","260554","261198","261473","261882","327870","328543","329147","329661","330242","330551","330944","331563","332092","332441","332869","334276","334367","334560","334825","335591","335986","336408","336715","337349","337891","338191","338663","339081","339460","339801","340210","340593","341089","341596","342148","343084","343568","343728","344046","344233","344511","344670","344941","345248","345527","346000","346392","346966","347781","348272","348709","348896","349352","349977","350699","351804","352556","353320","354258","355258","355827","356330","357033","357424","357781","358372","358906","359510","359895","360496","361221","362204","363440","364344","366116","368270","369542","370694","371933","372888","374229","376252","377306","378518","378681","379553","380651","381928","383130","383974","385294",
"상당구","세대수","호","91103","91276","91285","91285","91259","91255","91264","91264","91312","91426","91464","91521","91494","91593","91602","91577","91607","91619","91557","91508","91531","91612","91581","91519","91547","91616","91828","92168","92247","92692","93167","93418","93616","93919","94220","94768","94957","95194","95388","96068","96453","96754","70378","70526","70595","70824","70913","70847","70874","70870","70833","70735","70723","70873","70748","70690","70611","70540","70539","70468","70368","70274","70232","70214","70219","70170","70117","70092","70113","70098","70128","70130","70109","70008","69894","69767","69688","69580","69517","69485","69478","69524","69531","69624","69650","69720","69975","70095","70158","70190","70263","70250","70312","71338","72052","72401","72758","73106","73319","73486","73598","73633","73705","73683","73708","73697","73731","73870","74371","74752","75353","75769","76250","77274","77927","78419","79118","80100","80613","81185","81879","82830","83044","83228","83394","83616","83741","83858","84084",
"서원구","세대수","호","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87917","88029","88100","88104","88051","87902","87948","88099","88106","88070","88045","88212","88011","87896","87836","87800","87739","87656","87555","87609","87568","87524","87618","87613","87517","87521","87496","87477","87450","87531","87675","87971","88021","88047","88146","88190","88273","88313","88381","88441","88440","88484","88422","88549","88531","88534","88611","88615","88642","88706","88677","88115","87859","87678","87530","87525","87456","87468","87474","87471","87446","87385","87405","87183","87147","87148","87055","86996","86958","86992","87193","87215","87301","87397","87473","87336","87329","87404","87442","87354","87299","87722","88082","88212","88350","88577","88854",
"흥덕구","세대수","호","157018","157451","157659","158057","158295","158467","158592","158791","158961","159258","159419","159653","159866","160224","160511","160748","160866","161069","161382","161693","161991","162308","162475","162752","163019","163311","163673","163884","164119","164504","164482","164545","164688","164814","164782","164687","164697","164950","165166","165130","165020","165128","100417","100471","100569","100578","100540","100445","100411","100597","100682","100718","100816","101572","101846","102066","102276","102853","103102","103300","103507","103686","103861","103999","104159","104245","104338","104421","104560","104694","104920","105126","105393","105795","106119","106191","106284","106372","106486","106482","106599","106735","106840","106959","107164","107372","107633","107755","107877","107857","107982","108334","108557","108627","108699","109293","109924","110331","110557","110761","111272","111488","111700","112415","112819","113648","114080","114477","114858","115381","115995","116391","117197","118163","118522","118888","119192","119217","119505","120261","120592","120847","120847","120869","121161","121915","122547","122832","123290",
"청원구","세대수","호","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69158","69517","69883","70155","70738","71357","71711","71997","72471","72918","73285","73619","73762","73908","74102","74398","74606","74984","75285","75780","76230","76454","76667","77053","77488","77767","78041","78324","78591","78809","78971","79310","79534","79723","79928","80091","80235","80390","80483","80548","80716","80933","81156","81325","81642","81888","82063","82234","82465","82687","83153","83724","83946","83948","84046","84296","84495","84615","84689","84832","84930","84889","84974","84982","84937","85001","84937","85075","85134","85192","85476","85618","85792","85990","86150","86235","86782","87402","87393","87487","87491","87734","88014","88185","88492","88707","89066",
"충주시","세대수","호","82312","82304","82361","82426","82511","82498","82520","82560","82802","82819","82936","82946","82913","82992","83092","83358","83393","83403","83454","83539","83637","83727","83795","83848","83917","84055","84072","84219","84240","84352","84441","84475","84504","84671","84771","84902","85002","85185","85257","85637","85776","85939","86208","86320","86422","86509","86575","86591","86639","86768","86790","86864","86989","87078","87136","87173","87206","87327","87388","87463","87452","87568","87816","87901","88043","88216","88315","88393","88475","88634","88829","88900","88974","89089","89194","89260","89355","89493","89598","89699","89794","89897","89954","90246","90540","90983","91325","91624","91804","91976","92120","92299","92406","92697","92987","93163","93292","93488","93663","93860","94062","94172","94383","94554","94838","95119","95409","95648","95808","95911","96057","96185","96586","96748","96946","97280","97540","97660","97876","98020","98174","98404","98161","98290","98440","98661","98832","99025","99202",
"제천시","세대수","호","56479","56561","56700","56774","56823","56848","56864","56967","57150","57412","57478","57393","57354","57297","57576","57572","57584","57588","57608","57594","57799","58075","58072","57975","57839","57848","57912","58126","58237","58244","58271","58274","58484","58791","58732","58662","58496","58484","58497","58873","59096","59227","59252","59238","59258","59252","59281","59233","59132","59090","59249","59435","59681","59718","59744","59763","59805","59876","59886","59856","59770","59722","59701","60251","60523","60506","60539","60593","60673","60845","60944","60946","60886","60846","60789","61372","61532","61534","61600","61671","61808","61913","61976","61949","61863","61829","61799","62013","62162","62174","62180","62188","62250","62316","62355","62367","62350","62362","62449","63052","63216","63281","63304","63342","63330","63364","63373","63417","63318","63321","63286","63273","63459","63595","63623","63703","63782","63847","63902","63945","63923","63894","64182","64427","64622","64432","64459","64461","64497",
"청원군","세대수","호","62357","62608","62796","62964","63267","63453","63643","63901","64085","64312","64539","64669","64786","64913","65168","65310","65513","65711","63034","63277","63521","63656","63787","63926","64026","64193","64268","64312","64446","64591","64647","64744","64748","64815","64838","64846","64793","64912","64958","65215","65345","65459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"보은군","세대수","호","15437","15445","15450","15448","15451","15454","15445","15457","15457","15469","15476","15510","15509","15527","15539","15547","15544","15542","15534","15547","15548","15571","15575","15577","15566","15578","15547","15553","15556","15579","15625","15631","15660","15678","15693","15710","15723","15714","15771","15801","15842","15841","15845","15853","15853","15853","15851","15864","15909","15908","15934","15950","15969","15953","15990","16018","16043","16052","16093","16147","16131","16157","16149","16160","16174","16170","16213","16218","16259","16269","16283","16304","16328","16364","16374","16384","16403","16412","16411","16399","16434","16464","16468","16501","16513","16520","16544","16533","16547","16547","16519","16516","16514","16541","16558","16600","16620","16659","16686","16662","16667","16672","16658","16669","16680","16688","16680","16684","16688","16716","16732","16739","16781","16800","16819","16850","16895","16911","16954","16981","16999","17033","16927","16945","16960","16943","16961","16966","16951",
"옥천군","세대수","호","22307","22282","22296","22298","22280","22310","22333","22308","22282","22255","22278","22307","22295","22324","22338","22334","22345","22356","22396","22391","22384","22378","22399","22407","22407","22379","22365","22371","22388","22394","22414","22428","22461","22456","22488","22494","22498","22529","22514","22496","22509","22524","22534","22558","22582","22580","22605","22608","22648","22679","22932","22950","22963","22990","22984","22990","23002","23008","22975","22967","22969","22934","22933","22968","23002","23011","23022","23019","23037","23082","23089","23092","23084","23057","23076","23073","23059","23073","23105","23110","23130","23158","23224","23290","23337","23357","23422","23454","23498","23522","23564","23570","23564","23606","23641","23681","23688","23698","23796","23835","23866","23909","23900","23915","23920","23918","23951","24004","24027","24018","24013","24075","24165","24263","24285","24338","24354","24378","24411","24437","24472","24570","24486","24547","24614","24776","24831","24868","24904",
"영동군","세대수","호","21718","21671","21716","21777","21768","21788","21791","21808","21865","21898","21966","22025","22027","22070","22117","22142","22165","22194","22213","22251","22269","22273","22252","22293","22249","22258","22378","22402","22415","22458","22490","22505","22501","22497","22526","22554","22533","22548","22601","22649","22647","22631","22610","22641","22714","22909","22960","23111","23033","23024","23257","23449","23469","23568","23578","23539","23568","23635","23651","23586","23483","23386","23452","23612","23697","23674","23678","23648","23656","23684","23836","23840","23744","23736","23733","23932","24037","24059","24048","24061","24102","24087","24126","24132","24049","24123","24256","24300","24371","24311","24316","24308","24282","24329","24321","24370","24250","24265","24328","24441","24490","24494","24505","24512","24509","24536","24563","24509","24391","24372","24335","24291","24294","24339","24345","24393","24376","24390","24405","24414","24331","24254","23974","23942","23921","23888","23897","23857","23804",
"증평군","세대수","호","13707","13729","13727","13724","13744","13767","13805","13888","14016","14062","14087","14091","14072","14074","14072","14127","14154","14160","14153","14141","14187","14200","14157","14173","14188","14195","14210","14261","14294","14351","14365","14384","14368","14375","14405","14398","14397","14431","14487","14520","14511","14512","14527","14594","14670","14699","14687","14727","14799","14871","14925","14948","15054","15334","15510","15588","15683","15763","15787","15790","15822","15948","16013","16015","16038","16057","16072","16094","16117","16145","16177","16238","16305","16327","16385","16405","16454","16515","16534","16563","16585","16624","16648","16694","16703","16727","16769","16806","16833","16843","16854","16875","16894","16913","16891","16854","16850","16870","16915","17028","17109","17146","17137","17159","17176","17226","17265","17283","17316","17334","17351","17386","17449","17489","17558","17579","17630","17639","17659","17697","17755","17716","17649","17666","17684","17698","17723","17718","17710",
"진천군","세대수","호","26009","26010","26024","26089","26158","26218","26284","26354","26384","26442","26485","26488","26485","26482","26542","26615","26676","26716","26761","26797","26806","26842","26846","26873","26904","26955","27064","27174","27266","27340","27426","27479","27505","27584","27685","27750","27780","27879","27950","27998","28054","28078","28093","28107","28209","28249","28257","28285","28374","28652","28799","28933","29033","29079","29148","29215","29278","29360","29437","29750","29784","29882","29951","29982","30028","30095","30174","30295","30334","30415","30592","30746","30859","31028","31133","31171","31318","31775","32123","32420","32576","32651","32786","32898","32973","33189","33431","33654","33797","33931","34169","34485","34579","34783","35013","35276","35583","35760","36018","36207","36404","36510","36642","36731","36874","36955","37085","37213","37343","37474","37583","37697","37894","38110","38226","38379","38692","39103","39455","39594","39743","39974","40005","40318","40527","40687","40817","40922","41046",
"괴산군","세대수","호","17326","17333","17384","17426","17439","17474","17488","17533","17582","17672","17715","17805","17833","17862","17922","17944","18024","18047","18086","18114","18137","18192","18191","18187","18215","18240","18233","18305","18336","18366","18394","18402","18487","18671","18667","18716","18709","18719","18746","18775","18785","18789","18800","18803","18827","18887","18917","19151","19072","19056","19039","19139","19157","19145","19128","19153","19144","19172","19195","19620","19509","19420","19401","19366","19412","19460","19430","19439","19475","19462","19554","19905","19754","19721","19725","19709","19678","19670","19673","19643","19646","19659","20192","20577","20418","20379","20349","20362","20349","20303","20272","20251","20220","20228","20419","20899","20622","20526","20473","20477","20450","20454","20448","20434","20461","20528","20753","21256","20921","20816","20730","20682","20692","20718","20664","20720","20767","20862","21065","22145","21601","21457","21257","21251","21184","21159","21130","21086","20980",
"음성군","세대수","호","37941","38049","38085","38109","38164","38250","38357","38373","38414","38431","38474","38518","38547","38589","38678","38773","38891","38999","39095","39132","39242","39319","39444","39536","39601","39655","39746","39823","39966","40037","40072","40102","40118","40159","40247","40307","40343","40420","40477","40556","40668","40917","41118","41298","41485","41604","41669","41749","41799","41898","42083","42240","42356","42496","42646","42767","42925","43068","43132","43279","43550","43686","43944","44065","44166","44283","44372","44438","44502","44566","44566","44649","44652","44766","44819","44839","44858","44711","44673","44722","44828","44898","44970","45069","45138","45211","45269","45310","45388","45405","45524","45531","45543","45576","45597","45571","45590","45619","45801","45877","46052","46093","46191","46225","46245","46272","46307","46402","46513","46573","46567","46521","46612","46708","46848","46896","46830","46809","46803","46831","46835","46889","46767","46825","46805","46893","46994","47074","47052",
"단양군","세대수","호","14004","14014","14010","14030","14013","14029","14056","14062","14079","14079","14071","14080","14077","14060","14079","14101","14110","14108","14089","14089","14081","14072","14065","14100","14099","14099","14117","14121","14146","14174","14182","14202","14211","14244","14251","14268","14259","14259","14317","14329","14318","14358","14379","14392","14417","14436","14451","14451","14452","14431","14467","14517","14539","14549","14578","14610","14599","14597","14608","14637","14624","14603","14626","14655","14679","14711","14725","14720","14719","14712","14707","14744","14731","14734","14758","14746","14788","14778","14777","14791","14806","14793","14796","14784","14753","14794","14873","14937","14964","14977","15022","15080","15099","15123","15133","15119","15124","15124","15140","15179","15187","15194","15208","15196","15217","15215","15221","15211","15180","15192","15195","15188","15222","15245","15256","15263","15295","15321","15328","15328","15302","15270","15224","15211","15227","15172","15119","15108","15080",
"충청남도","세대수","호","854411","855359","857939","859394","860847","861862","862721","863680","864902","866120","867345","868768","869373","871275","872725","874056","875362","876728","838007","838591","839306","840234","841427","842446","843309","844895","846337","847856","849206","850636","851630","852765","854028","855600","856606","857699","858444","860214","862148","863877","865343","866215","867154","867894","868622","869661","870564","871459","872450","873322","874928","876141","877228","878544","879221","880885","881841","883134","884328","885968","886646","888314","889500","890469","892166","893684","894529","895543","896927","898365","900161","902294","903457","905985","908426","910095","911612","913353","914926","916834","918504","920129","921810","923499","924730","926536","928944","930885","932215","933282","934767","936876","938500","940235","941983","943611","945151","947045","949061","950286","951651","952921","953923","955042","956231","957274","958119","959255","960438","961890","963547","964860","967947","971033","973444","975474","977399","978784","980711","983153","984768","987100","985844","987866","989963","991636","993794","995603","997516",
"천안시","세대수","호","222000","222842","223785","224431","225147","225671","225884","226271","226727","227190","227585","227976","228324","229211","229772","230290","230561","230943","231205","231472","231756","232116","232438","232724","233084","233730","234261","234880","235470","235977","236427","236907","237437","238089","238352","238677","239029","239484","240271","240794","241508","241801","242038","242104","242260","242530","243065","243364","244187","244593","245157","245626","245801","246060","246097","246477","246829","247095","247285","247695","247890","248636","249083","249354","250018","250497","250746","251205","252023","252799","253808","254676","255462","256949","257779","258337","258879","259383","259904","260920","261549","262260","262825","263434","264437","265781","266902","267794","268488","269156","269952","271006","271687","272567","273267","273851","274624","275644","276390","276961","277601","278164","278750","279377","279923","280443","280762","281333","282073","283205","284041","284504","285817","287440","288374","289095","289954","290408","290839","291425","291922","292659","292737","293164","293853","294286","294912","295463","296410",
"동남구","세대수","호","100509","100725","100996","101170","101426","101616","101731","101844","101990","102048","102157","102285","102383","102621","102889","103095","103231","103316","103442","103484","103542","103634","103728","103844","104001","104264","104328","104584","104794","104847","104984","105048","105180","105405","105425","105501","105573","105835","106155","106314","106670","106806","106876","106761","106760","106762","106790","106767","106820","106787","106874","106765","106710","106766","106738","106926","107192","107437","107451","107457","107390","107381","107400","107411","107379","107416","107508","107578","107647","107640","107557","107475","107411","107611","107582","107486","107462","107433","107464","107447","107675","107940","107986","108090","108107","108228","108378","108537","108563","108941","109356","109847","110094","110426","110774","110982","111137","111404","111655","111790","111978","112152","112221","112639","112972","113115","113242","113406","113586","113881","114071","114121","114344","114695","115065","115254","115426","115496","115508","115586","115683","115898","115836","115941","115967","115999","116147","116278","116566",
"서북구","세대수","호","121491","122117","122789","123261","123721","124055","124153","124427","124737","125142","125428","125691","125941","126590","126883","127195","127330","127627","127763","127988","128214","128482","128710","128880","129083","129466","129933","130296","130676","131130","131443","131859","132257","132684","132927","133176","133456","133649","134116","134480","134838","134995","135162","135343","135500","135768","136275","136597","137367","137806","138283","138861","139091","139294","139359","139551","139637","139658","139834","140238","140500","141255","141683","141943","142639","143081","143238","143627","144376","145159","146251","147201","148051","149338","150197","150851","151417","151950","152440","153473","153874","154320","154839","155344","156330","157553","158524","159257","159925","160215","160596","161159","161593","162141","162493","162869","163487","164240","164735","165171","165623","166012","166529","166738","166951","167328","167520","167927","168487","169324","169970","170383","171473","172745","173309","173841","174528","174912","175331","175839","176239","176761","176901","177223","177886","178287","178765","179185","179844",
"공주시","세대수","호","50719","50688","50695","50754","51025","51064","51146","51203","51220","51292","51390","51317","51332","51385","51459","51536","51552","51570","48878","48794","48789","48774","48788","48825","48862","48853","48916","49058","49122","49151","49142","49126","49150","49220","49231","49273","49280","49303","49315","49336","49272","49261","49277","49248","49127","49071","48949","48794","48707","48619","48628","48582","48565","48681","48695","48634","48583","48537","48635","48632","48547","48503","48484","48499","48507","48600","48560","48602","48672","48718","48789","48835","48824","48831","48841","48908","48956","48979","49066","49074","49132","49201","49337","49393","49325","49346","49403","49395","49435","49462","49602","49669","49783","49880","50038","50134","50068","50071","50143","50218","50305","50422","50458","50406","50435","50424","50455","50519","50502","50432","50406","50415","50512","50592","50688","50828","50871","50908","50912","50966","51039","51112","50877","50946","51066","51112","51189","51268","51353",
"보령시","세대수","호","45231","45198","45215","45249","45221","45202","45243","45206","45200","45196","45243","45275","45243","45208","45212","45221","45172","45241","45273","45289","45279","45297","45296","45284","45249","45232","45296","45286","45290","45313","45319","45354","45419","45473","45486","45455","45440","45500","45634","45690","45744","45794","45800","45848","45845","45852","45850","45831","45866","45949","46135","46197","46318","46402","46441","46557","46623","46697","46717","46739","46731","46755","46778","46904","46900","46960","46947","46919","46978","47021","47046","47011","46989","46948","47058","47170","47185","47210","47283","47340","47350","47393","47401","47407","47420","47422","47477","47515","47519","47532","47559","47612","47647","47664","47676","47705","47723","47731","47823","47918","47973","48041","48016","48063","48109","48137","48227","48324","48341","48405","48531","48567","48755","48949","49020","49098","49133","49209","49280","49361","49391","49429","49204","49199","49230","49270","49319","49297","49331",
"아산시","세대수","호","109826","109926","110027","110231","110194","110462","110802","111098","111376","111647","111918","112456","112535","112636","112811","113013","113247","113536","113732","113808","113941","114072","114234","114439","114673","115147","115517","115825","115991","116192","116237","116393","116598","116920","117119","117362","117478","118046","118408","118644","118872","119111","119336","119602","119888","120243","120353","120475","120553","120685","120903","120982","121219","121347","121444","121526","121627","121878","122004","122131","122565","123030","123353","123584","123770","123901","124037","124147","124141","124134","124102","124223","124313","124736","125252","125709","126197","126696","127132","127536","127986","128387","128733","129188","129496","129670","129916","130178","130240","130422","130556","130844","131074","131204","131667","132159","132655","133114","133409","133555","133787","134028","134168","134382","134598","134859","134959","135159","135376","135574","135861","136117","136482","136567","136987","137507","137893","138216","138829","139580","140087","140829","141013","141644","142167","142927","143617","144293","144786",
"서산시","세대수","호","63664","63671","63685","63788","63859","63893","63952","64003","64337","64329","64324","64361","64385","64433","64448","64442","64544","64615","64724","64812","64921","65027","65237","65364","65513","65637","65748","65845","65989","66142","66265","66435","66553","66656","66811","66956","67029","67207","67318","67375","67505","67656","67894","68023","68131","68199","68215","68248","68342","68425","68683","68717","68815","68922","69045","69619","69544","69605","69769","69993","69985","70064","70165","70208","70233","70350","70371","70470","70558","70651","70839","70991","71083","71148","71386","71513","71673","71871","71977","72081","72176","72266","72360","72469","72595","72743","72946","73118","73407","73633","73911","74179","74491","74765","74986","75091","75296","75470","75635","75816","75890","75968","76138","76232","76371","76477","76581","76748","76830","77059","77299","77492","77836","78063","78265","78448","78627","78734","78919","79103","79283","79554","79745","79984","80212","80421","80623","80839","81029",
"논산시","세대수","호","53671","53666","54892","54883","54922","54869","54857","54796","54788","54850","54844","54709","54588","54544","54481","54452","54516","54518","54599","54683","54687","54793","54967","54995","54973","55006","54959","54942","55000","55128","55190","55179","55190","55219","55251","55270","55265","55267","55261","55301","55278","55341","55383","55374","55314","55342","55388","55451","55461","55527","55526","55602","55741","55829","55832","55804","55812","55826","55912","56095","56127","56110","56109","56108","56156","56148","56141","56129","56150","56166","56215","56347","56353","56377","56363","56356","56349","56368","56458","56563","56613","56650","56695","56679","56633","56617","56663","56645","56644","56639","56617","56642","56651","56680","56720","56729","56829","56945","56971","57064","57114","57124","57128","57170","57202","57205","57232","57196","57290","57309","57363","57389","57505","57626","57645","57655","57730","57726","57746","57826","57969","57989","57510","57604","57702","57753","57819","57881","57957",
"계룡시","세대수","호","14397","14382","14397","14410","14425","14427","14431","14434","14403","14421","14421","14381","14362","14258","14197","14185","14176","14188","14148","14058","14084","14067","14049","14017","13927","13890","13883","13845","13848","13856","13885","13908","13911","13940","13937","13954","13967","13978","13979","13992","13993","13976","13973","13985","13993","13976","13941","13894","13880","13873","13834","13810","13823","13817","13820","14115","14208","14249","14316","14397","14478","14568","14617","14635","14684","14711","14717","14771","14796","14844","14869","14858","14907","15133","15335","15401","15460","15483","15518","15568","15598","15620","15654","15647","15657","15698","15701","15661","15699","15712","15708","15777","15806","15818","15812","15860","15870","15875","15898","15873","15912","15932","15952","16001","16016","15994","15993","15967","15924","15921","15946","16038","16063","16138","16184","16233","16294","16359","16467","16531","16550","16719","16743","16775","16826","16826","16898","16941","16932",
"당진시","세대수","호","","","","","","","","","","","","","64429","64628","64832","65013","65274","65439","65608","65772","65899","66061","66244","66369","66478","66648","66760","66964","67116","67290","67518","67738","67906","68082","68286","68490","68631","68854","69164","69510","69692","69754","69868","69987","70182","70306","70410","70502","70594","70686","70833","71024","71162","71376","71466","71548","71694","71857","71943","72074","72137","72295","72360","72420","72456","72488","72597","72784","72894","73038","73243","73434","73569","73732","73832","73856","73921","74171","74213","74342","74418","74502","74540","74586","74590","74658","74730","74931","74990","75103","75217","75354","75343","75472","75505","75540","75672","75799","75864","75881","75904","75925","75956","75968","76063","76143","76150","76162","76202","76246","76258","76330","76496","76642","76807","76936","77030","77206","77385","77661","77789","78002","77982","78209","78399","78673","78846","78951","79070",
"금산군","세대수","호","24398","24402","24417","24399","24410","24381","24388","24393","24398","24391","24411","24435","24410","24427","24471","24471","24524","24549","24582","24559","24549","24555","24579","24607","24600","24584","24600","24606","24641","24660","24648","24649","24633","24650","24660","24737","24738","24772","24795","24833","24886","24902","24902","24865","24856","24869","24899","24913","24858","24874","24905","24956","24970","24986","24993","24975","25005","24996","25081","25154","25199","25226","25250","25265","25292","25276","25271","25259","25250","25265","25282","25342","25335","25350","25333","25350","25337","25350","25353","25353","25375","25402","25440","25440","25435","25468","25492","25467","25483","25481","25502","25513","25552","25556","25570","25588","25572","25600","25600","25607","25579","25588","25575","25565","25555","25508","25508","25521","25534","25518","25536","25550","25611","25678","25753","25794","25835","25834","25864","25897","25908","25932","25739","25781","25797","25799","25832","25876","25859",
"연기군","세대수","호","34211","34228","34192","34239","34463","34498","34488","34504","34599","34665","34709","34944","35313","36044","36452","36652","36838","37021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"부여군","세대수","호","32163","32138","32098","32092","32073","32066","32053","32048","32035","32031","32042","32035","32016","31999","31992","31992","32024","32040","32042","32047","32057","32072","32113","32164","32164","32170","32182","32198","32190","32189","32168","32215","32239","32272","32275","32288","32253","32283","32278","32289","32301","32252","32244","32273","32293","32339","32347","32362","32384","32393","32433","32505","32515","32579","32589","32621","32645","32649","32669","32733","32721","32702","32749","32789","32819","32864","32874","32870","32864","32862","32877","32903","32878","32876","32935","32962","33000","32984","32991","32988","33012","33005","33006","32999","32963","32966","33000","33093","33137","33100","33145","33162","33186","33201","33197","33193","33222","33206","33216","33240","33275","33314","33300","33306","33345","33316","33308","33341","33369","33391","33385","33403","33463","33479","33519","33527","33521","33522","33540","33562","33545","33558","33279","33300","33308","33325","33330","33319","33264",
"서천군","세대수","호","26724","26689","26639","26619","26630","26619","26605","26589","26569","26561","26603","26638","26633","26606","26587","26583","26584","26584","26604","26612","26615","26614","26613","26612","26584","26601","26605","26603","26628","26667","26678","26654","26678","26673","26679","26663","26686","26681","26682","26665","26705","26696","26683","26720","26728","26696","26686","26670","26654","26632","26611","26619","26612","26640","26652","26609","26600","26628","26610","26622","26616","26611","26582","26554","26585","26626","26605","26587","26582","26580","26582","26583","26598","26606","26605","26615","26619","26629","26628","26605","26591","26573","26562","26544","26536","26528","26538","26562","26546","26524","26485","26485","26478","26459","26426","26433","26422","26386","26395","26394","26428","26421","26415","26395","26375","26381","26384","26410","26450","26439","26461","26474","26526","26591","26683","26711","26712","26708","26755","26794","26781","26789","26634","26633","26700","26662","26663","26665","26668",
"청양군","세대수","호","14231","14229","14233","14229","14224","14223","14218","14216","14238","14235","14250","14253","14220","14233","14277","14300","14320","14340","14361","14395","14394","14404","14396","14375","14351","14373","14414","14466","14481","14492","14501","14481","14500","14512","14541","14588","14603","14643","14687","14714","14751","14759","14781","14806","14814","14812","14820","14859","14868","14866","14900","14934","14943","14951","14979","14992","15025","15111","15105","15226","15157","15144","15148","15155","15172","15197","15218","15194","15206","15246","15317","15668","15575","15542","15543","15538","15523","15514","15558","15535","15542","15551","15805","16147","16005","15951","15959","15974","16034","16005","15946","15968","16044","16049","16151","16274","16128","16104","16075","16053","16093","16064","16043","16012","16020","16041","16190","16296","16253","16199","16159","16140","16127","16166","16168","16151","16150","16220","16292","16378","16339","16319","16272","16332","16324","16315","16315","16323","16312",
"홍성군","세대수","호","36460","36476","36512","36578","36627","36711","36742","36787","36842","36908","36968","36967","36957","37017","37002","37049","37089","37174","37211","37215","37237","37284","37357","37536","37757","37897","37975","38039","38082","38158","38185","38196","38247","38271","38292","38320","38349","38398","38460","38852","38916","38990","39044","39119","39168","39333","39471","39530","39611","39742","39831","39907","39986","40051","40120","40172","40329","40618","40852","41008","41059","41284","41400","41510","42100","42510","42705","42895","43041","43249","43369","43555","43726","43858","44186","44317","44435","44495","44562","44581","44677","44722","44797","44833","44828","44799","45108","45275","45247","45174","45176","45203","45266","45344","45351","45358","45340","45343","45788","45749","45777","45800","45785","45853","45882","46003","45999","45920","45911","45892","45881","45952","46104","46182","46264","46322","46327","46363","46465","46588","46591","46610","46674","46706","46754","46534","46572","46610","46648",
